Tract,Total,Tot_White,Pct_White,Tot_Black,Pct_Black,Tot_Native,Pct_Native,Tot_Asian,Pct_Asian,Tot_Pac_Isl,Pct_Pac_Isl,Tot_Other,Pct_Other,Tot_Mixed,Pct_Mixed
211704,1590,486,30.56603774,160,10.06289308,0,0,799,50.25157233,0,0,99,6.226415094,46,2.893081761
211802,2126,492,23.1420508,149,7.008466604,14,0.6585136406,1026,48.25964252,24,1.128880527,350,16.46284102,71,3.339604892
211803,1532,229,14.94778068,48,3.133159269,0,0,1096,71.54046997,26,1.697127937,86,5.613577023,47,3.067885117
211804,1312,214,16.31097561,31,2.362804878,19,1.448170732,931,70.96036585,0,0,66,5.030487805,51,3.887195122
211910,1658,566,34.13751508,112,6.755126659,16,0.9650180941,567,34.19782871,0,0,352,21.23039807,45,2.71411339
211921,1023,185,18.08406647,67,6.549364614,8,0.7820136852,533,52.10166178,0,0,201,19.64809384,29,2.834799609
211922,1317,440,33.40926348,43,3.264996203,28,2.126044039,515,39.1040243,0,0,232,17.61579347,59,4.479878512
212101,1414,396,28.00565771,194,13.71994342,10,0.7072135785,631,44.6251768,0,0,86,6.082036775,97,6.859971711
212102,1209,306,25.3101737,88,7.278742763,0,0,629,52.02646816,21,1.736972705,135,11.1662531,30,2.481389578
212202,1230,271,22.03252033,65,5.284552846,0,0,240,19.51219512,0,0,654,53.17073171,0,0
212203,1369,278,20.30679328,72,5.259313367,0,0,467,34.11249087,37,2.702702703,498,36.37691746,17,1.241782323
212204,1222,384,31.42389525,73,5.973813421,0,0,224,18.33060556,0,0,534,43.69885434,7,0.5728314239
212303,1411,423,29.97873848,107,7.583274274,0,0,379,26.86038271,0,0,465,32.95535082,37,2.622253721
212304,796,340,42.71356784,39,4.899497487,18,2.261306533,140,17.5879397,0,0,250,31.40703518,9,1.130653266
212305,1038,213,20.52023121,69,6.647398844,38,3.66088632,250,24.08477842,0,0,448,43.15992293,20,1.926782274
212306,1176,173,14.71088435,4,0.3401360544,34,2.891156463,716,60.88435374,0,0,249,21.17346939,0,0
212410,1751,297,16.96173615,152,8.680753855,29,1.656196459,872,49.80011422,0,0,361,20.61679041,40,2.284408909
212420,1193,98,8.21458508,128,10.72925398,37,3.101424979,438,36.71416597,0,0,472,39.56412406,20,1.676445935
212501,961,314,32.67429761,74,7.700312175,19,1.97710718,285,29.6566077,0,0,238,24.76586889,31,3.225806452
212502,1302,400,30.72196621,116,8.9093702,0,0,576,44.23963134,0,0,143,10.98310292,67,5.145929339
212610,1869,437,23.38148743,126,6.741573034,0,0,990,52.96950241,0,0,277,14.82075976,39,2.086677368
212620,1845,224,12.14092141,143,7.750677507,19,1.029810298,910,49.32249322,0,0,487,26.39566396,62,3.360433604
212701,805,187,23.22981366,60,7.453416149,0,0,456,56.64596273,0,0,94,11.67701863,8,0.9937888199
212702,1417,429,30.27522936,136,9.597741708,13,0.9174311927,705,49.75299929,0,0,125,8.821453776,9,0.6351446718
212800,1484,451,30.39083558,130,8.760107817,36,2.425876011,450,30.32345013,0,0,261,17.58760108,156,10.51212938
212900,1527,449,29.40406025,147,9.626719057,8,0.5239030779,448,29.33857236,0,0,415,27.17747217,60,3.929273084
213100,951,194,20.39957939,93,9.779179811,10,1.051524711,421,44.26919033,0,0,221,23.23869611,12,1.261829653
213201,1518,133,8.761528327,35,2.305665349,0,0,874,57.57575758,27,1.778656126,440,28.98550725,9,0.5928853755
213202,1334,200,14.99250375,50,3.748125937,13,0.9745127436,476,35.68215892,0,0,557,41.75412294,38,2.848575712
213310,1164,106,9.10652921,35,3.006872852,0,0,422,36.25429553,0,0,568,48.79725086,33,2.835051546
213320,971,179,18.4346035,59,6.076210093,6,0.6179196704,346,35.63336766,3,0.3089598352,357,36.76622039,21,2.162718847
213401,1703,386,22.66588373,41,2.407516148,13,0.7633587786,475,27.89195537,0,0,738,43.33529066,50,2.935995302
213402,1503,350,23.28675981,133,8.848968729,27,1.796407186,371,24.6839654,0,0,580,38.58948769,42,2.794411178
214000,1333,1276,95.72393098,0,0,0,0,40,3.000750188,0,0,1,0.07501875469,16,1.200300075
214100,1649,1537,93.20800485,34,2.06185567,0,0,37,2.243784112,0,0,25,1.516070346,16,0.9702850212
214400,1663,1465,88.09380637,27,1.623571858,8,0.4810583283,89,5.351773903,0,0,34,2.044497895,40,2.405291642
214501,1439,918,63.7943016,65,4.517025712,14,0.9728978457,313,21.75121612,0,0,76,5.281445448,53,3.683113273
214502,2479,1509,60.87131908,121,4.881000403,0,0,665,26.8253328,0,0,106,4.275917709,78,3.146430012
214503,1541,803,52.10902012,72,4.67229072,0,0,553,35.88578845,0,0,69,4.47761194,44,2.855288774
214600,1305,976,74.78927203,17,1.302681992,0,0,139,10.651341,0,0,106,8.122605364,67,5.134099617
214700,1257,1059,84.24821002,10,0.7955449483,8,0.6364359586,98,7.796340493,12,0.9546539379,9,0.7159904535,61,4.852824185
214800,1416,1182,83.47457627,36,2.542372881,0,0,124,8.757062147,0,0,55,3.884180791,19,1.34180791
214901,2190,1662,75.89041096,16,0.7305936073,0,0,327,14.93150685,0,0,20,0.9132420091,165,7.534246575
214902,1663,1191,71.61755863,17,1.022248948,0,0,263,15.81479254,0,0,53,3.187011425,139,8.358388455
215101,1656,1153,69.62560386,93,5.615942029,0,0,203,12.25845411,30,1.811594203,139,8.393719807,38,2.29468599
215102,1959,1552,79.22409393,0,0,0,0,293,14.95661052,0,0,61,3.113833589,53,2.70546197
216100,1053,593,56.31528965,192,18.23361823,0,0,166,15.76448243,0,0,96,9.116809117,6,0.5698005698
216200,2676,1334,49.85052317,577,21.56203288,13,0.485799701,379,14.16292975,73,2.727952167,141,5.269058296,159,5.941704036
216300,2282,1460,63.97896582,297,13.01489921,9,0.3943908852,304,13.32164768,0,0,92,4.031551271,120,5.258545136
216401,2021,1633,80.80158337,77,3.809995052,0,0,147,7.273626917,0,0,105,5.195447798,59,2.919346858
216402,1318,1002,76.02427921,0,0,0,0,209,15.85735964,0,0,22,1.669195751,85,6.449165402
216700,1549,761,49.12846998,461,29.76113622,0,0,141,9.102646869,0,0,104,6.714009038,82,5.293737895
216800,1357,1068,78.70302137,92,6.779661017,0,0,84,6.190125276,0,0,77,5.674281503,36,2.652910833
216900,2459,1042,42.37494917,853,34.68889793,24,0.9760065067,180,7.3200488,0,0,258,10.49206995,102,4.148027654
217001,1053,931,88.41405508,11,1.044634378,0,0,62,5.887939221,0,0,10,0.9496676163,39,3.703703704
217002,2288,1595,69.71153846,273,11.93181818,0,0,248,10.83916084,0,0,77,3.365384615,95,4.152097902
217100,2419,1240,51.26085159,732,30.2604382,0,0,66,2.728400165,0,0,250,10.33484911,131,5.415460934
217200,1541,512,33.22517846,490,31.79753407,0,0,150,9.733939001,0,0,303,19.66255678,86,5.580791694
218110,1155,204,17.66233766,335,29.004329,0,0,242,20.95238095,0,0,359,31.08225108,15,1.298701299
218120,1416,436,30.79096045,202,14.26553672,22,1.553672316,284,20.05649718,0,0,434,30.64971751,38,2.683615819
218210,1146,483,42.14659686,301,26.26527051,11,0.9598603839,94,8.202443281,0,0,257,22.42582897,0,0
218220,1540,405,26.2987013,637,41.36363636,0,0,134,8.701298701,0,0,281,18.24675325,83,5.38961039
218300,2152,808,37.5464684,798,37.08178439,12,0.5576208178,74,3.43866171,0,0,321,14.91635688,139,6.459107807
218400,1389,655,47.1562275,414,29.80561555,8,0.5759539237,10,0.7199424046,0,0,233,16.77465803,69,4.967602592
218500,990,340,34.34343434,434,43.83838384,7,0.7070707071,52,5.252525253,0,0,124,12.52525253,33,3.333333333
218600,1026,256,24.95126706,470,45.80896686,11,1.072124756,27,2.631578947,0,0,220,21.44249513,42,4.093567251
218701,816,168,20.58823529,421,51.59313725,0,0,110,13.48039216,0,0,96,11.76470588,21,2.573529412
218702,791,137,17.31984829,363,45.89127686,20,2.528445006,19,2.402022756,0,0,235,29.70922882,17,2.149178255
218800,957,190,19.85370951,304,31.76593521,5,0.5224660397,85,8.881922675,0,0,338,35.31870428,35,3.657262278
218900,2022,390,19.28783383,910,45.0049456,0,0,63,3.115727003,0,0,590,29.17903066,69,3.412462908
219010,881,184,20.88535755,278,31.55505108,1,0.113507378,55,6.242905789,0,0,354,40.1816118,9,1.021566402
219020,1485,253,17.03703704,581,39.12457912,0,0,128,8.61952862,0,0,489,32.92929293,34,2.28956229
219300,1502,321,21.37150466,613,40.81225033,15,0.9986684421,120,7.989347537,10,0.6657789614,391,26.03195739,32,2.130492676
219500,728,164,22.52747253,392,53.84615385,0,0,142,19.50549451,0,0,13,1.785714286,17,2.335164835
219700,1394,478,34.28981349,562,40.31563845,0,0,22,1.578192253,0,0,298,21.37733142,34,2.43902439
219800,1016,476,46.8503937,307,30.21653543,7,0.688976378,41,4.035433071,0,0,161,15.84645669,24,2.362204724
219901,1462,833,56.97674419,382,26.12859097,0,0,9,0.6155950752,0,0,221,15.11627907,17,1.162790698
219902,1171,498,42.52775406,338,28.86421862,7,0.5977796755,54,4.611443211,0,0,244,20.83689155,30,2.561912895
220000,2029,553,27.25480532,1021,50.32035485,0,0,77,3.794972893,0,0,353,17.39773287,25,1.232134056
220100,1044,190,18.19923372,660,63.2183908,0,0,72,6.896551724,0,0,70,6.704980843,52,4.980842912
221110,1061,369,34.77851084,29,2.7332705,17,1.602262017,60,5.655042413,0,0,568,53.53440151,18,1.696512724
221120,857,326,38.03967328,0,0,0,0,44,5.134189032,0,0,454,52.97549592,33,3.850641774
221210,891,267,29.96632997,99,11.11111111,26,2.918069585,114,12.79461279,0,0,368,41.30190797,17,1.907968575
221220,1009,221,21.90287413,26,2.576808722,10,0.9910802775,102,10.10901883,0,0,634,62.83448959,16,1.585728444
221302,1372,348,25.36443149,276,20.11661808,20,1.457725948,170,12.39067055,0,0,544,39.65014577,14,1.020408163
221303,763,138,18.08650066,79,10.35386632,11,1.441677588,142,18.61074705,0,0,393,51.50720839,0,0
221304,1106,210,18.98734177,218,19.71066908,3,0.2712477396,265,23.960217,0,0,396,35.80470163,14,1.265822785
221401,1247,105,8.4202085,758,60.78588613,0,0,117,9.382518043,0,0,223,17.88291901,44,3.528468324
221402,925,194,20.97297297,209,22.59459459,0,0,183,19.78378378,0,0,314,33.94594595,25,2.702702703
221500,1201,190,15.82014988,538,44.79600333,0,0,34,2.830974188,0,0,439,36.55287261,0,0
221601,905,181,20,200,22.09944751,6,0.6629834254,28,3.093922652,0,0,473,52.26519337,17,1.878453039
221602,922,225,24.40347072,54,5.856832972,20,2.169197397,85,9.219088937,0,0,535,58.02603037,3,0.3253796095
221710,907,211,23.26350606,174,19.18412348,12,1.323042999,163,17.97133407,0,0,337,37.15545755,10,1.102535832
221810,904,201,22.23451327,156,17.25663717,12,1.327433628,292,32.30088496,9,0.9955752212,219,24.22566372,15,1.659292035
221820,935,275,29.41176471,55,5.882352941,0,0,530,56.68449198,9,0.9625668449,51,5.454545455,15,1.604278075
221900,907,194,21.38919515,122,13.45093716,19,2.094818082,404,44.54244763,0,0,130,14.33296582,38,4.189636163
222001,895,178,19.88826816,395,44.13407821,6,0.6703910615,11,1.229050279,0,0,278,31.06145251,27,3.016759777
222002,1282,174,13.5725429,448,34.94539782,0,0,0,0,0,0,600,46.80187207,60,4.680187207
222100,1153,209,18.12662619,428,37.12055507,16,1.387684302,111,9.627059844,0,0,376,32.61058109,13,1.127493495
222200,1169,176,15.05560308,416,35.58597092,9,0.7698887938,41,3.507271172,0,0,478,40.88964927,49,4.191616766
222500,1350,249,18.44444444,398,29.48148148,25,1.851851852,38,2.814814815,8,0.5925925926,583,43.18518519,49,3.62962963
222600,1628,297,18.24324324,502,30.83538084,26,1.597051597,263,16.15479115,24,1.474201474,458,28.13267813,58,3.562653563
222700,130,46,35.38461538,10,7.692307692,0,0,63,48.46153846,4,3.076923077,0,0,7,5.384615385
224010,1282,406,31.66926677,345,26.91107644,17,1.326053042,167,13.02652106,0,0,324,25.27301092,23,1.794071763
224020,939,354,37.69968051,122,12.99254526,27,2.875399361,42,4.47284345,0,0,364,38.76464324,30,3.194888179
224200,735,274,37.27891156,52,7.074829932,0,0,31,4.217687075,0,0,368,50.06802721,10,1.360544218
224310,650,284,43.69230769,21,3.230769231,14,2.153846154,68,10.46153846,0,0,233,35.84615385,30,4.615384615
224320,1077,406,37.69730734,120,11.14206128,17,1.578458682,45,4.178272981,0,0,489,45.40389972,0,0
224410,1029,306,29.73760933,63,6.12244898,0,0,214,20.79689018,0,0,388,37.70651118,58,5.63654033
224420,750,241,32.13333333,52,6.933333333,14,1.866666667,26,3.466666667,0,0,394,52.53333333,23,3.066666667
224600,801,225,28.08988764,106,13.23345818,14,1.747815231,28,3.495630462,6,0.7490636704,401,50.06242197,21,2.621722846
224700,949,513,54.056902,31,3.266596417,0,0,325,34.24657534,18,1.896733404,34,3.582718651,28,2.950474183
226001,527,209,39.65844402,73,13.85199241,0,0,0,0,0,0,241,45.73055028,4,0.7590132827
226002,1048,431,41.1259542,203,19.37022901,0,0,53,5.057251908,0,0,290,27.67175573,71,6.77480916
226410,864,402,46.52777778,17,1.967592593,8,0.9259259259,20,2.314814815,0,0,417,48.26388889,0,0
226420,1305,628,48.12260536,154,11.80076628,0,0,86,6.590038314,0,0,423,32.4137931,14,1.072796935
226700,1413,667,47.20452937,72,5.095541401,0,0,8,0.5661712668,0,0,631,44.65675867,35,2.476999292
227010,1102,494,44.82758621,112,10.16333938,52,4.718693285,0,0,0,0,444,40.29038113,0,0
227020,762,403,52.88713911,46,6.036745407,15,1.968503937,10,1.312335958,0,0,277,36.35170604,11,1.443569554
228100,1006,452,44.9304175,96,9.542743539,0,0,0,0,0,0,458,45.52683897,0,0
228210,1006,342,33.99602386,207,20.57654076,23,2.286282306,37,3.677932406,0,0,380,37.77335984,17,1.689860835
228220,938,388,41.36460554,133,14.17910448,0,0,0,0,0,0,405,43.17697228,12,1.279317697
228310,1044,385,36.87739464,77,7.375478927,15,1.436781609,0,0,0,0,544,52.10727969,23,2.203065134
228320,717,352,49.09344491,70,9.762900976,9,1.255230126,0,0,0,0,286,39.88842399,0,0
228410,719,409,56.88456189,21,2.920723227,0,0,0,0,0,0,281,39.08205841,8,1.112656467
228420,711,270,37.97468354,60,8.438818565,0,0,12,1.687763713,0,0,369,51.89873418,0,0
228500,1173,291,24.80818414,285,24.29667519,5,0.4262574595,16,1.36402387,0,0,576,49.10485934,0,0
228600,1097,309,28.16773017,146,13.30902461,5,0.4557885141,0,0,25,2.278942571,568,51.77757521,44,4.010938924
228710,965,316,32.74611399,219,22.69430052,4,0.414507772,17,1.761658031,0,0,399,41.34715026,10,1.03626943
228720,998,402,40.28056112,152,15.23046092,25,2.50501002,0,0,0,0,419,41.98396794,0,0
228800,1216,386,31.74342105,223,18.33881579,0,0,0,0,0,0,607,49.91776316,0,0
228900,698,234,33.5243553,153,21.91977077,0,0,14,2.005730659,0,0,287,41.11747851,10,1.432664756
229100,985,288,29.23857868,117,11.87817259,0,0,0,0,0,0,555,56.34517766,25,2.538071066
229200,1165,344,29.527897,329,28.24034335,24,2.060085837,29,2.489270386,0,0,439,37.68240343,0,0
229300,1345,433,32.19330855,203,15.0929368,0,0,0,0,0,0,709,52.71375465,0,0
229410,795,268,33.71069182,144,18.11320755,0,0,0,0,0,0,383,48.17610063,0,0
229420,1080,310,28.7037037,205,18.98148148,9,0.8333333333,0,0,0,0,556,51.48148148,0,0
231100,682,303,44.42815249,102,14.95601173,14,2.052785924,5,0.7331378299,0,0,243,35.63049853,15,2.19941349
231210,1119,212,18.94548704,351,31.36729223,47,4.200178731,0,0,0,0,472,42.18051832,37,3.306523682
231220,1232,301,24.43181818,312,25.32467532,0,0,125,10.1461039,0,0,494,40.0974026,0,0
231300,1677,357,21.28801431,572,34.10852713,6,0.3577817531,53,3.160405486,0,0,539,32.14072749,150,8.944543828
231400,1516,300,19.78891821,539,35.55408971,0,0,15,0.9894459103,0,0,614,40.50131926,48,3.166226913
231500,1418,214,15.09167842,658,46.40338505,7,0.4936530324,76,5.359661495,0,0,423,29.83074753,40,2.820874471
231600,1999,352,17.6088044,860,43.02151076,0,0,0,0,0,0,769,38.46923462,18,0.9004502251
231710,1168,384,32.87671233,267,22.85958904,0,0,0,0,0,0,507,43.40753425,10,0.8561643836
231720,1573,409,26.00127146,346,21.99618563,0,0,111,7.056579784,0,0,663,42.14876033,44,2.797202797
231800,1313,446,33.96801219,225,17.13632902,21,1.599390708,8,0.6092916984,0,0,580,44.17364813,33,2.513328256
231900,1452,359,24.72451791,325,22.38292011,77,5.303030303,7,0.4820936639,0,0,643,44.28374656,41,2.82369146
232110,883,253,28.65232163,277,31.37032843,9,1.019252548,0,0,0,0,334,37.82559456,10,1.132502831
232120,1334,399,29.91004498,364,27.28635682,7,0.5247376312,14,1.049475262,0,0,534,40.02998501,16,1.1994003
232200,882,231,26.19047619,377,42.74376417,0,0,7,0.7936507937,0,0,267,30.27210884,0,0
232300,1096,231,21.07664234,431,39.32481752,23,2.098540146,15,1.368613139,16,1.459854015,347,31.66058394,33,3.010948905
232400,1906,264,13.85099685,911,47.79643232,0,0,31,1.626442812,0,0,700,36.72612802,0,0
232500,1414,254,17.96322489,774,54.73833098,0,0,0,0,0,0,361,25.53041018,25,1.768033946
232600,1861,320,17.19505642,743,39.92477163,11,0.5910800645,17,0.9134873724,0,0,762,40.9457281,8,0.4298764105
232700,1610,524,32.54658385,485,30.1242236,0,0,23,1.428571429,0,0,539,33.47826087,39,2.422360248
232800,953,272,28.54144806,238,24.97376705,0,0,0,0,0,0,415,43.54669465,28,2.938090241
234000,2030,401,19.75369458,1432,70.54187192,0,0,23,1.133004926,0,0,123,6.0591133,51,2.512315271
234200,1123,136,12.11041852,852,75.86821015,0,0,110,9.795191451,8,0.7123775601,9,0.8014247551,8,0.7123775601
234300,2342,51,2.177625961,2010,85.82408198,0,0,100,4.269854825,0,0,12,0.512382579,169,7.216054654
234501,892,167,18.72197309,620,69.50672646,0,0,5,0.5605381166,0,0,85,9.529147982,15,1.68161435
234502,1179,180,15.26717557,808,68.53265479,11,0.9329940628,12,1.017811705,0,0,136,11.53519932,32,2.714164546
234600,1712,197,11.50700935,1038,60.63084112,0,0,37,2.161214953,0,0,405,23.65654206,35,2.044392523
234700,1420,226,15.91549296,897,63.16901408,0,0,0,0,0,0,277,19.50704225,20,1.408450704
234800,1184,247,20.86148649,730,61.65540541,17,1.435810811,14,1.182432432,0,0,148,12.5,28,2.364864865
234901,1062,177,16.66666667,724,68.173258,16,1.506591337,0,0,0,0,145,13.65348399,0,0
234902,1391,286,20.56074766,757,54.42127965,0,0,16,1.150251618,0,0,285,20.48885694,47,3.378864127
235100,1737,209,12.03223949,1306,75.1871042,8,0.4605641911,52,2.993667242,0,0,103,5.929763961,59,3.39666091
235201,973,147,15.10791367,703,72.25077081,0,0,7,0.7194244604,2,0.2055498458,92,9.455292909,22,2.261048304
235202,1902,313,16.45636172,1385,72.81808623,0,0,0,0,10,0.5257623554,165,8.675078864,29,1.524710831
236000,2189,688,31.42987666,1283,58.61123801,0,0,95,4.339881224,0,0,30,1.370488808,93,4.248515304
236100,2973,384,12.91624622,2200,73.99932728,0,0,260,8.745375042,0,0,99,3.329969728,30,1.009081736
236202,2518,719,28.55440826,1339,53.1771247,0,0,98,3.89197776,0,0,225,8.935663225,137,5.440826052
236203,1471,269,18.28687967,1023,69.54452753,0,0,66,4.486743712,0,0,89,6.050305914,24,1.631543168
236204,1281,204,15.92505855,919,71.74082748,0,0,22,1.717408275,0,0,117,9.133489461,19,1.483216237
236400,2068,232,11.21856867,1813,87.66924565,0,0,12,0.580270793,0,0,11,0.5319148936,0,0
237101,1093,245,22.41537054,375,34.30924062,5,0.4574565416,5,0.4574565416,0,0,452,41.35407136,11,1.006404392
237102,896,204,22.76785714,292,32.58928571,4,0.4464285714,0,0,0,0,365,40.73660714,31,3.459821429
237201,1001,276,27.57242757,383,38.26173826,5,0.4995004995,8,0.7992007992,0,0,303,30.26973027,26,2.597402597
237202,1318,264,20.03034901,642,48.71016692,0,0,10,0.7587253414,0,0,402,30.50075873,0,0
237300,1874,319,17.02241195,1261,67.28922092,0,0,43,2.294557097,0,0,251,13.39381003,0,0
237401,1037,173,16.68273867,416,40.11571842,12,1.157184185,0,0,0,0,417,40.21215043,19,1.832208293
237402,1007,228,22.64150943,578,57.39821251,0,0,0,0,0,0,196,19.46375372,5,0.4965243297
237500,845,182,21.53846154,261,30.88757396,8,0.9467455621,0,0,0,0,382,45.20710059,12,1.420118343
237600,1159,259,22.34685073,446,38.48144953,0,0,28,2.415875755,0,0,420,36.23813632,6,0.5176876618
237710,1086,224,20.62615101,317,29.18968692,13,1.197053407,18,1.657458564,0,0,472,43.46224678,42,3.867403315
237720,849,210,24.73498233,294,34.62897527,0,0,0,0,0,0,327,38.51590106,18,2.120141343
237800,1243,199,16.00965406,815,65.56717619,0,0,0,0,0,0,198,15.92920354,31,2.493966211
237900,1359,152,11.18469463,1056,77.70419426,0,0,27,1.986754967,0,0,74,5.44518028,50,3.679175865
238000,2111,269,12.74277594,1612,76.36191378,0,0,0,0,0,0,166,7.863571767,64,3.031738513
238100,1740,240,13.79310345,1274,73.2183908,0,0,0,0,0,0,160,9.195402299,66,3.793103448
238200,2081,198,9.514656415,1559,74.91590581,0,0,108,5.18981259,0,0,123,5.910619894,93,4.469005286
238310,1436,343,23.88579387,474,33.00835655,0,0,0,0,0,0,610,42.47910864,9,0.6267409471
238320,1128,148,13.12056738,492,43.61702128,0,0,10,0.8865248227,0,0,478,42.37588652,0,0
238400,1811,114,6.294864716,1569,86.63721701,0,0,0,0,0,0,83,4.583103258,45,2.484815019
239201,917,181,19.73827699,257,28.0261723,10,1.090512541,0,0,0,0,454,49.50926936,15,1.635768811
239202,1120,318,28.39285714,306,27.32142857,0,0,0,0,0,0,454,40.53571429,42,3.75
239310,1020,360,35.29411765,241,23.62745098,12,1.176470588,0,0,0,0,396,38.82352941,11,1.078431373
239320,846,230,27.18676123,189,22.34042553,24,2.836879433,0,0,0,0,371,43.8534279,32,3.78250591
239330,697,217,31.13342898,144,20.65997131,0,0,0,0,0,0,311,44.61979914,25,3.586800574
239501,904,257,28.42920354,252,27.87610619,0,0,0,0,0,0,370,40.92920354,25,2.765486726
239502,881,127,14.415437,312,35.41430193,0,0,0,0,0,0,436,49.4892168,6,0.6810442679
239601,828,215,25.96618357,168,20.28985507,13,1.570048309,5,0.6038647343,7,0.845410628,407,49.15458937,13,1.570048309
239602,874,299,34.21052632,249,28.48970252,5,0.5720823799,0,0,0,0,321,36.72768879,0,0
239701,1051,290,27.59276879,283,26.92673644,14,1.3320647,0,0,0,0,464,44.14843007,0,0
239702,1063,165,15.52210724,393,36.97083725,0,0,0,0,13,1.222953904,478,44.96707432,14,1.317027281
239801,806,243,30.14888337,228,28.28784119,0,0,5,0.6203473945,0,0,330,40.94292804,0,0
239802,1330,295,22.18045113,541,40.67669173,29,2.180451128,11,0.8270676692,0,0,454,34.13533835,0,0
240010,983,271,27.56866734,320,32.55340793,6,0.6103763988,0,0,0,0,375,38.14852492,11,1.119023398
240020,1293,348,26.91415313,480,37.12296984,10,0.7733952049,9,0.6960556845,0,0,446,34.49342614,0,0
240200,1401,285,20.34261242,581,41.4703783,26,1.855817273,23,1.641684511,0,0,486,34.68950749,0,0
240300,1551,513,33.0754352,561,36.17021277,0,0,0,0,0,0,477,30.75435203,0,0
240401,1443,350,24.25502426,534,37.00623701,0,0,9,0.6237006237,0,0,535,37.07553708,15,1.03950104
240402,1134,202,17.81305115,623,54.9382716,11,0.9700176367,0,0,0,0,260,22.92768959,38,3.350970018
240500,1602,413,25.78027466,691,43.13358302,22,1.373283396,12,0.7490636704,0,0,459,28.65168539,5,0.3121098627
240600,1274,323,25.35321821,435,34.144427,0,0,0,0,0,0,516,40.50235479,0,0
240700,1649,497,30.13947847,690,41.84354154,11,0.6670709521,15,0.9096422074,0,0,436,26.44026683,0,0
240800,1093,327,29.91765782,415,37.96889296,17,1.555352242,5,0.4574565416,0,0,318,29.09423605,11,1.006404392
240900,1437,447,31.10647182,572,39.80514962,0,0,21,1.461377871,0,0,379,26.37439109,18,1.252609603
241001,1086,314,28.91344383,425,39.13443831,0,0,0,0,5,0.4604051565,313,28.8213628,29,2.670349908
241002,971,182,18.74356334,522,53.75901133,0,0,0,0,0,0,262,26.98249228,5,0.5149330587
241110,811,228,28.1134402,327,40.32059186,0,0,0,0,0,0,256,31.56596794,0,0
241120,1303,273,20.95165004,595,45.66385265,42,3.223330775,0,0,0,0,349,26.78434382,44,3.376822717
241201,855,188,21.98830409,439,51.34502924,0,0,10,1.169590643,0,0,185,21.6374269,33,3.859649123
241202,1459,299,20.49348869,785,53.80397533,9,0.6168608636,12,0.8224811515,0,0,300,20.56202879,54,3.701165182
241300,731,121,16.55266758,434,59.37072503,0,0,0,0,0,0,170,23.25581395,6,0.8207934337
241400,895,243,27.15083799,385,43.01675978,8,0.8938547486,11,1.229050279,0,0,226,25.25139665,22,2.458100559
242000,1051,292,27.78306375,448,42.62607041,0,0,8,0.7611798287,6,0.5708848716,269,25.59467174,28,2.664129401
242100,742,192,25.87601078,338,45.55256065,4,0.539083558,6,0.8086253369,0,0,192,25.87601078,10,1.347708895
242200,1643,414,25.19780889,610,37.12720633,14,0.8520998174,0,0,0,0,605,36.82288497,0,0
242300,1228,190,15.4723127,413,33.63192182,0,0,13,1.058631922,31,2.524429967,566,46.09120521,15,1.221498371
242600,1317,255,19.36218679,512,38.87623386,11,0.8352315869,0,0,0,0,492,37.35763098,47,3.568716781
242700,1193,375,31.43336127,419,35.12154233,0,0,13,1.089689858,0,0,368,30.8466052,18,1.508801341
243000,1345,467,34.72118959,340,25.27881041,33,2.453531599,9,0.6691449814,0,0,496,36.87732342,0,0
243100,1420,454,31.97183099,606,42.67605634,0,0,9,0.6338028169,10,0.7042253521,341,24.01408451,0,0
261101,1430,1324,92.58741259,20,1.398601399,0,0,54,3.776223776,0,0,14,0.979020979,18,1.258741259
261102,1522,1370,90.0131406,24,1.576872536,0,0,89,5.847568988,0,0,10,0.6570302234,29,1.905387648
261200,1689,1549,91.71107164,8,0.4736530491,0,0,117,6.927175844,0,0,0,0,15,0.8880994671
262100,1166,1030,88.33619211,8,0.6861063465,0,0,102,8.747855918,0,0,12,1.02915952,14,1.200686106
262200,1783,1514,84.91306786,86,4.823331464,0,0,133,7.459338194,0,0,0,0,50,2.804262479
262301,895,798,89.16201117,10,1.117318436,0,0,66,7.374301676,0,0,10,1.117318436,11,1.229050279
262302,1172,1053,89.84641638,10,0.8532423208,0,0,71,6.058020478,0,0,10,0.8532423208,28,2.389078498
262303,1127,1038,92.10292813,0,0,0,0,47,4.170363798,0,0,7,0.6211180124,35,3.105590062
262400,1103,999,90.57116954,0,0,0,0,70,6.346328196,0,0,0,0,34,3.082502267
262501,1415,1341,94.77031802,0,0,0,0,55,3.886925795,0,0,0,0,19,1.342756184
262601,1351,1170,86.60251665,21,1.554404145,0,0,112,8.29015544,0,0,0,0,48,3.55292376
262604,2560,2307,90.1171875,0,0,0,0,176,6.875,0,0,0,0,77,3.0078125
262704,1634,1460,89.35128519,11,0.6731946144,0,0,121,7.405140759,0,0,0,0,42,2.570379437
262706,1433,1272,88.76482903,10,0.6978367062,0,0,25,1.744591766,0,0,0,0,126,8.792742498
262802,1258,1215,96.58187599,0,0,0,0,26,2.066772655,0,0,8,0.6359300477,9,0.7154213037
264000,1207,1167,96.68599834,0,0,0,0,20,1.657000829,0,0,0,0,20,1.657000829
264102,1592,1349,84.7361809,39,2.449748744,0,0,147,9.233668342,0,0,8,0.5025125628,49,3.077889447
264103,1521,1291,84.87836949,6,0.3944773176,8,0.5259697567,184,12.0973044,0,0,0,0,32,2.103879027
