GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC04_EST_VC17,HC04_MOE_VC17,HC05_EST_VC17,HC05_MOE_VC17,HC06_EST_VC17,HC06_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC05_EST_VC18,HC05_MOE_VC18,HC06_EST_VC18,HC06_MOE_VC18
Id,Id2,Geography,Total; Estimate; Percent high school graduate or higher,Total; Margin of Error; Percent high school graduate or higher,Percent; Estimate; Percent high school graduate or higher,Percent; Margin of Error; Percent high school graduate or higher,Male; Estimate; Percent high school graduate or higher,Male; Margin of Error; Percent high school graduate or higher,Percent Male; Estimate; Percent high school graduate or higher,Percent Male; Margin of Error; Percent high school graduate or higher,Female; Estimate; Percent high school graduate or higher,Female; Margin of Error; Percent high school graduate or higher,Percent Female; Estimate; Percent high school graduate or higher,Percent Female; Margin of Error; Percent high school graduate or higher,Total; Estimate; Percent bachelor's degree or higher,Total; Margin of Error; Percent bachelor's degree or higher,Percent; Estimate; Percent bachelor's degree or higher,Percent; Margin of Error; Percent bachelor's degree or higher,Male; Estimate; Percent bachelor's degree or higher,Male; Margin of Error; Percent bachelor's degree or higher,Percent Male; Estimate; Percent bachelor's degree or higher,Percent Male; Margin of Error; Percent bachelor's degree or higher,Female; Estimate; Percent bachelor's degree or higher,Female; Margin of Error; Percent bachelor's degree or higher,Percent Female; Estimate; Percent bachelor's degree or higher,Percent Female; Margin of Error; Percent bachelor's degree or higher
0500000US06037,06037,"Los Angeles County, California",(X),(X),78.2,0.1,(X),(X),78.3,0.1,(X),(X),78.0,0.1,(X),(X),31.2,0.2,(X),(X),31.2,0.2,(X),(X),31.2,0.2
1400000US06037101110,06037101110,"Census Tract 1011.10, Los Angeles County, California",(X),(X),78.6,4.6,(X),(X),79.1,6.1,(X),(X),78.2,6.7,(X),(X),21.5,3.9,(X),(X),18.5,5.4,(X),(X),24.2,5.4
1400000US06037101122,06037101122,"Census Tract 1011.22, Los Angeles County, California",(X),(X),91.8,3.7,(X),(X),93.5,4.3,(X),(X),90.1,5.1,(X),(X),25.7,5.6,(X),(X),21.6,6.1,(X),(X),29.9,8.7
1400000US06037101210,06037101210,"Census Tract 1012.10, Los Angeles County, California",(X),(X),74.1,5.3,(X),(X),79.9,7.0,(X),(X),68.2,7.8,(X),(X),16.6,5.0,(X),(X),17.0,7.2,(X),(X),16.2,6.4
1400000US06037101220,06037101220,"Census Tract 1012.20, Los Angeles County, California",(X),(X),79.4,4.8,(X),(X),77.6,7.9,(X),(X),80.7,5.1,(X),(X),18.7,5.1,(X),(X),15.2,7.0,(X),(X),21.4,6.3
1400000US06037101300,06037101300,"Census Tract 1013, Los Angeles County, California",(X),(X),86.1,5.4,(X),(X),83.4,7.6,(X),(X),88.4,5.6,(X),(X),30.3,6.8,(X),(X),26.8,6.7,(X),(X),33.2,8.7
1400000US06037101400,06037101400,"Census Tract 1014, Los Angeles County, California",(X),(X),88.8,4.9,(X),(X),90.2,6.0,(X),(X),87.5,5.7,(X),(X),28.7,5.6,(X),(X),32.0,8.1,(X),(X),25.4,6.0
1400000US06037102103,06037102103,"Census Tract 1021.03, Los Angeles County, California",(X),(X),91.8,4.0,(X),(X),93.6,3.8,(X),(X),90.3,6.0,(X),(X),36.7,7.7,(X),(X),37.3,10.4,(X),(X),36.1,9.1
1400000US06037102104,06037102104,"Census Tract 1021.04, Los Angeles County, California",(X),(X),90.2,3.6,(X),(X),90.9,5.5,(X),(X),89.7,4.6,(X),(X),39.0,6.3,(X),(X),37.3,8.7,(X),(X),40.4,7.1
1400000US06037102105,06037102105,"Census Tract 1021.05, Los Angeles County, California",(X),(X),79.8,4.4,(X),(X),78.5,5.8,(X),(X),81.1,7.9,(X),(X),20.2,6.6,(X),(X),20.1,9.2,(X),(X),20.4,6.6
1400000US06037102107,06037102107,"Census Tract 1021.07, Los Angeles County, California",(X),(X),90.7,3.2,(X),(X),93.7,4.1,(X),(X),87.4,4.7,(X),(X),32.8,6.2,(X),(X),32.2,7.8,(X),(X),33.5,6.7
1400000US06037103101,06037103101,"Census Tract 1031.01, Los Angeles County, California",(X),(X),86.7,4.1,(X),(X),90.0,4.6,(X),(X),83.5,7.0,(X),(X),29.6,4.9,(X),(X),27.5,7.0,(X),(X),31.7,5.4
1400000US06037103102,06037103102,"Census Tract 1031.02, Los Angeles County, California",(X),(X),83.4,3.8,(X),(X),83.8,5.0,(X),(X),83.1,5.4,(X),(X),25.2,5.9,(X),(X),24.2,7.4,(X),(X),26.2,7.1
1400000US06037103200,06037103200,"Census Tract 1032, Los Angeles County, California",(X),(X),86.9,5.1,(X),(X),84.5,6.9,(X),(X),89.3,6.5,(X),(X),27.8,5.8,(X),(X),26.8,6.9,(X),(X),28.8,7.6
1400000US06037103300,06037103300,"Census Tract 1033, Los Angeles County, California",(X),(X),96.6,1.7,(X),(X),94.6,2.9,(X),(X),98.4,1.6,(X),(X),51.5,8.0,(X),(X),51.3,9.5,(X),(X),51.7,10.0
1400000US06037103400,06037103400,"Census Tract 1034, Los Angeles County, California",(X),(X),90.8,2.9,(X),(X),94.2,3.2,(X),(X),88.0,4.8,(X),(X),30.0,5.4,(X),(X),23.5,6.1,(X),(X),35.4,6.9
1400000US06037104103,06037104103,"Census Tract 1041.03, Los Angeles County, California",(X),(X),71.4,5.7,(X),(X),73.6,8.7,(X),(X),68.9,6.6,(X),(X),15.9,4.8,(X),(X),14.6,7.3,(X),(X),17.5,4.9
1400000US06037104105,06037104105,"Census Tract 1041.05, Los Angeles County, California",(X),(X),57.9,6.5,(X),(X),61.2,8.8,(X),(X),54.6,7.2,(X),(X),17.2,4.3,(X),(X),19.1,6.4,(X),(X),15.3,4.7
1400000US06037104108,06037104108,"Census Tract 1041.08, Los Angeles County, California",(X),(X),59.2,6.0,(X),(X),58.7,6.8,(X),(X),59.9,7.5,(X),(X),12.4,4.9,(X),(X),11.1,6.0,(X),(X),13.9,6.4
1400000US06037104124,06037104124,"Census Tract 1041.24, Los Angeles County, California",(X),(X),78.8,5.2,(X),(X),75.4,6.6,(X),(X),82.3,7.0,(X),(X),29.3,7.1,(X),(X),19.0,5.8,(X),(X),39.9,10.8
1400000US06037104201,06037104201,"Census Tract 1042.01, Los Angeles County, California",(X),(X),56.8,5.0,(X),(X),52.8,7.4,(X),(X),60.7,7.1,(X),(X),5.8,2.7,(X),(X),5.2,3.3,(X),(X),6.3,3.6
1400000US06037104203,06037104203,"Census Tract 1042.03, Los Angeles County, California",(X),(X),49.2,7.0,(X),(X),50.5,9.7,(X),(X),48.0,7.0,(X),(X),4.9,2.7,(X),(X),4.8,3.5,(X),(X),5.0,3.8
1400000US06037104204,06037104204,"Census Tract 1042.04, Los Angeles County, California",(X),(X),56.0,5.0,(X),(X),57.1,6.3,(X),(X),54.8,8.4,(X),(X),9.6,2.8,(X),(X),9.6,4.2,(X),(X),9.6,3.1
1400000US06037104310,06037104310,"Census Tract 1043.10, Los Angeles County, California",(X),(X),51.1,5.8,(X),(X),49.9,7.3,(X),(X),52.3,7.1,(X),(X),3.2,1.6,(X),(X),1.2,1.2,(X),(X),5.5,3.3
1400000US06037104320,06037104320,"Census Tract 1043.20, Los Angeles County, California",(X),(X),55.7,6.2,(X),(X),54.2,8.3,(X),(X),57.4,7.5,(X),(X),8.6,3.4,(X),(X),6.0,3.3,(X),(X),11.4,5.4
1400000US06037104401,06037104401,"Census Tract 1044.01, Los Angeles County, California",(X),(X),46.0,5.9,(X),(X),46.7,8.1,(X),(X),45.2,6.7,(X),(X),5.6,2.2,(X),(X),3.9,2.8,(X),(X),7.4,3.5
1400000US06037104403,06037104403,"Census Tract 1044.03, Los Angeles County, California",(X),(X),54.1,6.0,(X),(X),57.9,7.1,(X),(X),49.5,9.4,(X),(X),6.9,3.8,(X),(X),5.9,3.2,(X),(X),8.2,5.1
1400000US06037104404,06037104404,"Census Tract 1044.04, Los Angeles County, California",(X),(X),46.9,6.9,(X),(X),48.5,9.2,(X),(X),45.0,8.9,(X),(X),4.7,2.5,(X),(X),3.6,3.3,(X),(X),6.1,3.9
1400000US06037104500,06037104500,"Census Tract 1045, Los Angeles County, California",(X),(X),50.0,5.5,(X),(X),44.0,7.6,(X),(X),56.0,6.9,(X),(X),6.7,2.7,(X),(X),2.1,2.0,(X),(X),11.4,4.9
1400000US06037104610,06037104610,"Census Tract 1046.10, Los Angeles County, California",(X),(X),49.0,4.5,(X),(X),48.1,6.5,(X),(X),49.9,6.0,(X),(X),4.0,2.0,(X),(X),5.6,3.3,(X),(X),2.2,2.2
1400000US06037104620,06037104620,"Census Tract 1046.20, Los Angeles County, California",(X),(X),46.2,6.2,(X),(X),48.6,8.7,(X),(X),43.4,6.5,(X),(X),2.9,1.8,(X),(X),2.2,1.6,(X),(X),3.8,2.9
1400000US06037104701,06037104701,"Census Tract 1047.01, Los Angeles County, California",(X),(X),35.8,5.1,(X),(X),31.1,7.8,(X),(X),39.0,6.2,(X),(X),2.5,2.0,(X),(X),0.9,1.3,(X),(X),3.6,3.0
1400000US06037104703,06037104703,"Census Tract 1047.03, Los Angeles County, California",(X),(X),47.0,7.9,(X),(X),45.7,11.0,(X),(X),48.9,9.0,(X),(X),7.3,4.9,(X),(X),11.3,8.0,(X),(X),1.2,2.2
1400000US06037104704,06037104704,"Census Tract 1047.04, Los Angeles County, California",(X),(X),67.2,6.9,(X),(X),71.3,10.2,(X),(X),63.9,7.2,(X),(X),14.0,4.8,(X),(X),9.1,5.9,(X),(X),17.9,6.4
1400000US06037104810,06037104810,"Census Tract 1048.10, Los Angeles County, California",(X),(X),54.5,5.8,(X),(X),54.9,8.2,(X),(X),54.0,8.3,(X),(X),8.0,3.0,(X),(X),4.8,3.8,(X),(X),11.2,4.8
1400000US06037104821,06037104821,"Census Tract 1048.21, Los Angeles County, California",(X),(X),61.2,6.1,(X),(X),57.6,8.9,(X),(X),64.7,6.6,(X),(X),9.4,4.2,(X),(X),9.0,5.6,(X),(X),9.8,4.7
1400000US06037104822,06037104822,"Census Tract 1048.22, Los Angeles County, California",(X),(X),46.4,8.7,(X),(X),39.7,9.7,(X),(X),52.7,9.8,(X),(X),7.4,3.7,(X),(X),5.9,4.3,(X),(X),8.8,5.5
1400000US06037106010,06037106010,"Census Tract 1060.10, Los Angeles County, California",(X),(X),78.7,7.8,(X),(X),73.8,8.4,(X),(X),83.1,8.6,(X),(X),20.4,5.5,(X),(X),18.1,7.9,(X),(X),22.4,6.0
1400000US06037106020,06037106020,"Census Tract 1060.20, Los Angeles County, California",(X),(X),72.8,5.1,(X),(X),75.2,4.9,(X),(X),69.7,7.1,(X),(X),15.5,3.7,(X),(X),15.6,4.4,(X),(X),15.3,6.1
1400000US06037106111,06037106111,"Census Tract 1061.11, Los Angeles County, California",(X),(X),82.7,5.0,(X),(X),81.8,6.7,(X),(X),83.5,5.6,(X),(X),25.7,5.4,(X),(X),24.0,6.5,(X),(X),27.3,6.2
1400000US06037106112,06037106112,"Census Tract 1061.12, Los Angeles County, California",(X),(X),75.9,5.7,(X),(X),72.7,7.0,(X),(X),78.6,6.3,(X),(X),24.6,5.3,(X),(X),22.5,7.4,(X),(X),26.4,6.5
1400000US06037106113,06037106113,"Census Tract 1061.13, Los Angeles County, California",(X),(X),72.1,6.0,(X),(X),66.0,8.3,(X),(X),78.1,6.6,(X),(X),23.3,4.8,(X),(X),22.1,6.7,(X),(X),24.6,6.7
1400000US06037106114,06037106114,"Census Tract 1061.14, Los Angeles County, California",(X),(X),64.0,5.9,(X),(X),67.7,7.6,(X),(X),60.6,7.9,(X),(X),14.3,4.2,(X),(X),17.0,6.9,(X),(X),11.8,4.0
1400000US06037106403,06037106403,"Census Tract 1064.03, Los Angeles County, California",(X),(X),57.8,7.1,(X),(X),58.5,7.9,(X),(X),57.2,12.1,(X),(X),7.7,3.4,(X),(X),9.6,5.8,(X),(X),5.9,2.9
1400000US06037106405,06037106405,"Census Tract 1064.05, Los Angeles County, California",(X),(X),59.2,8.7,(X),(X),63.4,13.5,(X),(X),55.6,9.6,(X),(X),9.3,4.3,(X),(X),8.3,6.0,(X),(X),10.2,6.2
1400000US06037106406,06037106406,"Census Tract 1064.06, Los Angeles County, California",(X),(X),78.9,4.6,(X),(X),78.1,6.4,(X),(X),79.6,5.7,(X),(X),17.0,4.3,(X),(X),18.0,7.0,(X),(X),16.1,5.8
1400000US06037106407,06037106407,"Census Tract 1064.07, Los Angeles County, California",(X),(X),65.8,7.5,(X),(X),67.3,10.5,(X),(X),64.7,8.8,(X),(X),13.2,4.2,(X),(X),11.3,6.3,(X),(X),14.6,5.3
1400000US06037106408,06037106408,"Census Tract 1064.08, Los Angeles County, California",(X),(X),65.3,5.8,(X),(X),65.1,8.4,(X),(X),65.4,6.8,(X),(X),6.3,2.5,(X),(X),8.1,4.0,(X),(X),4.7,2.8
1400000US06037106510,06037106510,"Census Tract 1065.10, Los Angeles County, California",(X),(X),89.5,4.2,(X),(X),90.3,4.5,(X),(X),88.6,5.2,(X),(X),29.7,6.8,(X),(X),26.5,9.0,(X),(X),32.6,7.1
1400000US06037106520,06037106520,"Census Tract 1065.20, Los Angeles County, California",(X),(X),65.8,5.7,(X),(X),68.5,6.4,(X),(X),62.7,8.4,(X),(X),8.0,2.5,(X),(X),7.0,2.8,(X),(X),9.2,3.9
1400000US06037106603,06037106603,"Census Tract 1066.03, Los Angeles County, California",(X),(X),90.2,3.6,(X),(X),91.8,3.8,(X),(X),88.6,5.3,(X),(X),50.8,5.9,(X),(X),51.9,8.0,(X),(X),49.7,6.0
1400000US06037106604,06037106604,"Census Tract 1066.04, Los Angeles County, California",(X),(X),62.5,6.7,(X),(X),62.9,8.6,(X),(X),62.1,8.4,(X),(X),15.0,4.8,(X),(X),16.3,6.6,(X),(X),13.6,6.0
1400000US06037106641,06037106641,"Census Tract 1066.41, Los Angeles County, California",(X),(X),93.4,3.5,(X),(X),92.3,5.4,(X),(X),94.3,3.6,(X),(X),50.0,4.7,(X),(X),53.5,8.0,(X),(X),47.2,6.3
1400000US06037106642,06037106642,"Census Tract 1066.42, Los Angeles County, California",(X),(X),94.9,3.1,(X),(X),94.6,4.5,(X),(X),95.4,3.5,(X),(X),35.5,6.9,(X),(X),35.8,9.0,(X),(X),35.0,7.5
1400000US06037106643,06037106643,"Census Tract 1066.43, Los Angeles County, California",(X),(X),92.8,2.9,(X),(X),92.4,5.5,(X),(X),93.2,3.6,(X),(X),55.0,6.3,(X),(X),52.1,6.5,(X),(X),57.8,9.2
1400000US06037106645,06037106645,"Census Tract 1066.45, Los Angeles County, California",(X),(X),94.5,3.0,(X),(X),92.8,4.9,(X),(X),96.0,3.0,(X),(X),50.8,7.1,(X),(X),55.2,8.1,(X),(X),46.9,8.9
1400000US06037106646,06037106646,"Census Tract 1066.46, Los Angeles County, California",(X),(X),85.6,3.3,(X),(X),86.3,4.2,(X),(X),85.0,4.3,(X),(X),34.0,4.0,(X),(X),34.2,5.5,(X),(X),33.9,5.1
1400000US06037106648,06037106648,"Census Tract 1066.48, Los Angeles County, California",(X),(X),55.2,6.4,(X),(X),55.6,8.7,(X),(X),54.8,7.0,(X),(X),7.7,3.2,(X),(X),8.6,4.8,(X),(X),6.8,3.3
1400000US06037106649,06037106649,"Census Tract 1066.49, Los Angeles County, California",(X),(X),77.8,4.7,(X),(X),73.2,6.5,(X),(X),81.7,5.5,(X),(X),30.9,6.5,(X),(X),24.1,7.3,(X),(X),36.5,7.2
1400000US06037107010,06037107010,"Census Tract 1070.10, Los Angeles County, California",(X),(X),60.3,6.3,(X),(X),59.2,7.2,(X),(X),61.4,8.0,(X),(X),6.4,2.8,(X),(X),6.0,3.6,(X),(X),6.9,4.3
1400000US06037107020,06037107020,"Census Tract 1070.20, Los Angeles County, California",(X),(X),60.8,5.0,(X),(X),56.3,8.5,(X),(X),65.6,6.7,(X),(X),18.2,5.1,(X),(X),15.3,6.2,(X),(X),21.2,6.4
1400000US06037108101,06037108101,"Census Tract 1081.01, Los Angeles County, California",(X),(X),93.0,2.4,(X),(X),95.2,2.6,(X),(X),90.6,3.7,(X),(X),50.5,4.9,(X),(X),59.9,7.4,(X),(X),40.8,6.0
1400000US06037108102,06037108102,"Census Tract 1081.02, Los Angeles County, California",(X),(X),92.8,3.5,(X),(X),90.9,5.9,(X),(X),94.3,4.8,(X),(X),61.0,9.0,(X),(X),64.6,9.0,(X),(X),57.8,10.4
1400000US06037108103,06037108103,"Census Tract 1081.03, Los Angeles County, California",(X),(X),96.2,2.7,(X),(X),97.1,2.8,(X),(X),95.3,3.7,(X),(X),63.8,6.4,(X),(X),64.5,8.1,(X),(X),63.1,8.5
1400000US06037108104,06037108104,"Census Tract 1081.04, Los Angeles County, California",(X),(X),97.0,2.0,(X),(X),99.1,1.3,(X),(X),94.9,4.0,(X),(X),63.2,7.6,(X),(X),68.4,9.3,(X),(X),58.0,10.4
1400000US06037108201,06037108201,"Census Tract 1082.01, Los Angeles County, California",(X),(X),95.2,2.3,(X),(X),97.1,1.9,(X),(X),93.5,3.8,(X),(X),61.2,5.4,(X),(X),63.4,7.8,(X),(X),59.1,7.5
1400000US06037108202,06037108202,"Census Tract 1082.02, Los Angeles County, California",(X),(X),93.6,3.6,(X),(X),95.1,4.1,(X),(X),92.4,3.9,(X),(X),59.3,5.2,(X),(X),63.3,7.2,(X),(X),55.8,7.6
1400000US06037109100,06037109100,"Census Tract 1091, Los Angeles County, California",(X),(X),78.7,6.9,(X),(X),80.2,6.5,(X),(X),77.2,8.6,(X),(X),16.8,3.7,(X),(X),15.4,4.8,(X),(X),18.2,5.1
1400000US06037109200,06037109200,"Census Tract 1092, Los Angeles County, California",(X),(X),89.6,5.1,(X),(X),96.5,3.0,(X),(X),81.6,8.7,(X),(X),42.4,10.8,(X),(X),45.8,12.0,(X),(X),38.6,12.1
1400000US06037109300,06037109300,"Census Tract 1093, Los Angeles County, California",(X),(X),90.9,3.1,(X),(X),90.2,4.9,(X),(X),91.5,3.4,(X),(X),26.9,5.5,(X),(X),26.8,7.8,(X),(X),27.1,6.0
1400000US06037109400,06037109400,"Census Tract 1094, Los Angeles County, California",(X),(X),73.6,6.0,(X),(X),70.8,10.5,(X),(X),76.2,8.3,(X),(X),15.1,5.0,(X),(X),14.7,8.4,(X),(X),15.5,6.3
1400000US06037109500,06037109500,"Census Tract 1095, Los Angeles County, California",(X),(X),58.5,7.1,(X),(X),57.0,8.8,(X),(X),59.7,8.2,(X),(X),9.9,3.5,(X),(X),7.5,4.8,(X),(X),11.8,4.9
1400000US06037109601,06037109601,"Census Tract 1096.01, Los Angeles County, California",(X),(X),79.3,5.4,(X),(X),79.1,5.8,(X),(X),79.5,6.9,(X),(X),19.0,5.7,(X),(X),22.2,8.9,(X),(X),15.0,5.1
1400000US06037109603,06037109603,"Census Tract 1096.03, Los Angeles County, California",(X),(X),70.9,7.2,(X),(X),70.0,8.9,(X),(X),71.7,8.4,(X),(X),19.1,7.1,(X),(X),14.9,7.5,(X),(X),22.8,9.9
1400000US06037109604,06037109604,"Census Tract 1096.04, Los Angeles County, California",(X),(X),83.0,6.0,(X),(X),80.9,7.7,(X),(X),85.2,6.9,(X),(X),21.4,5.2,(X),(X),21.9,6.2,(X),(X),20.9,6.3
1400000US06037109700,06037109700,"Census Tract 1097, Los Angeles County, California",(X),(X),88.3,5.0,(X),(X),89.2,5.6,(X),(X),87.4,7.0,(X),(X),39.3,7.6,(X),(X),44.2,10.5,(X),(X),34.6,8.1
1400000US06037109800,06037109800,"Census Tract 1098, Los Angeles County, California",(X),(X),84.4,5.8,(X),(X),85.5,7.2,(X),(X),83.6,7.4,(X),(X),29.4,4.9,(X),(X),23.7,7.7,(X),(X),34.0,7.3
1400000US06037111100,06037111100,"Census Tract 1111, Los Angeles County, California",(X),(X),85.8,4.4,(X),(X),81.5,5.7,(X),(X),90.1,4.5,(X),(X),32.5,4.6,(X),(X),31.6,6.7,(X),(X),33.4,6.0
1400000US06037111201,06037111201,"Census Tract 1112.01, Los Angeles County, California",(X),(X),88.1,3.7,(X),(X),95.9,3.5,(X),(X),81.8,5.6,(X),(X),38.6,5.6,(X),(X),34.3,7.7,(X),(X),42.0,7.7
1400000US06037111202,06037111202,"Census Tract 1112.02, Los Angeles County, California",(X),(X),93.1,3.1,(X),(X),90.4,5.8,(X),(X),95.7,3.0,(X),(X),37.3,6.8,(X),(X),36.1,8.8,(X),(X),38.5,7.5
1400000US06037111204,06037111204,"Census Tract 1112.04, Los Angeles County, California",(X),(X),93.7,2.2,(X),(X),91.7,3.5,(X),(X),95.8,2.5,(X),(X),58.1,5.1,(X),(X),62.2,6.2,(X),(X),53.9,5.8
1400000US06037111205,06037111205,"Census Tract 1112.05, Los Angeles County, California",(X),(X),94.2,2.5,(X),(X),93.5,3.9,(X),(X),94.8,2.9,(X),(X),42.6,7.1,(X),(X),41.4,8.1,(X),(X),43.8,9.4
1400000US06037111206,06037111206,"Census Tract 1112.06, Los Angeles County, California",(X),(X),91.0,3.9,(X),(X),88.9,5.2,(X),(X),93.0,5.1,(X),(X),35.2,5.9,(X),(X),39.8,7.1,(X),(X),30.6,7.8
1400000US06037111301,06037111301,"Census Tract 1113.01, Los Angeles County, California",(X),(X),84.8,5.3,(X),(X),90.4,5.5,(X),(X),79.5,6.3,(X),(X),36.0,7.1,(X),(X),35.2,9.6,(X),(X),36.9,7.2
1400000US06037111302,06037111302,"Census Tract 1113.02, Los Angeles County, California",(X),(X),93.9,3.0,(X),(X),92.9,4.4,(X),(X),94.9,2.9,(X),(X),47.5,5.9,(X),(X),39.5,6.6,(X),(X),55.0,7.6
1400000US06037111400,06037111400,"Census Tract 1114, Los Angeles County, California",(X),(X),84.7,4.4,(X),(X),83.4,6.7,(X),(X),86.0,5.5,(X),(X),25.2,4.8,(X),(X),24.8,5.9,(X),(X),25.6,7.4
1400000US06037113101,06037113101,"Census Tract 1131.01, Los Angeles County, California",(X),(X),94.2,2.3,(X),(X),94.3,3.7,(X),(X),94.0,2.6,(X),(X),36.6,6.6,(X),(X),39.3,10.0,(X),(X),34.6,8.6
1400000US06037113102,06037113102,"Census Tract 1131.02, Los Angeles County, California",(X),(X),94.9,2.4,(X),(X),97.1,2.9,(X),(X),92.6,3.8,(X),(X),51.9,5.0,(X),(X),55.8,7.8,(X),(X),48.0,5.4
1400000US06037113211,06037113211,"Census Tract 1132.11, Los Angeles County, California",(X),(X),95.1,2.2,(X),(X),94.2,3.7,(X),(X),95.8,2.3,(X),(X),44.5,5.6,(X),(X),42.4,8.5,(X),(X),46.1,6.7
1400000US06037113212,06037113212,"Census Tract 1132.12, Los Angeles County, California",(X),(X),93.0,3.2,(X),(X),93.0,4.0,(X),(X),93.0,4.5,(X),(X),39.8,7.2,(X),(X),34.3,7.3,(X),(X),44.8,10.5
1400000US06037113213,06037113213,"Census Tract 1132.13, Los Angeles County, California",(X),(X),92.4,3.1,(X),(X),92.7,4.3,(X),(X),92.1,3.6,(X),(X),35.0,5.5,(X),(X),30.5,6.5,(X),(X),39.7,8.9
1400000US06037113231,06037113231,"Census Tract 1132.31, Los Angeles County, California",(X),(X),96.3,2.2,(X),(X),95.9,3.0,(X),(X),96.7,3.0,(X),(X),50.2,6.6,(X),(X),52.6,7.9,(X),(X),48.0,8.8
1400000US06037113232,06037113232,"Census Tract 1132.32, Los Angeles County, California",(X),(X),88.3,4.3,(X),(X),91.7,4.6,(X),(X),85.1,5.8,(X),(X),40.7,5.1,(X),(X),41.6,7.5,(X),(X),39.9,6.5
1400000US06037113233,06037113233,"Census Tract 1132.33, Los Angeles County, California",(X),(X),79.2,6.1,(X),(X),79.2,7.6,(X),(X),79.3,7.1,(X),(X),16.9,6.5,(X),(X),18.1,7.8,(X),(X),15.7,6.9
1400000US06037113234,06037113234,"Census Tract 1132.34, Los Angeles County, California",(X),(X),74.7,6.1,(X),(X),73.5,8.8,(X),(X),75.8,7.2,(X),(X),20.3,4.9,(X),(X),22.2,5.9,(X),(X),18.6,4.8
1400000US06037113235,06037113235,"Census Tract 1132.35, Los Angeles County, California",(X),(X),95.2,3.1,(X),(X),95.4,4.5,(X),(X),95.0,4.5,(X),(X),31.9,6.6,(X),(X),29.8,8.9,(X),(X),34.1,10.0
1400000US06037113237,06037113237,"Census Tract 1132.37, Los Angeles County, California",(X),(X),92.2,4.3,(X),(X),91.5,6.3,(X),(X),92.8,3.9,(X),(X),36.5,6.9,(X),(X),34.3,8.7,(X),(X),38.6,9.5
1400000US06037113301,06037113301,"Census Tract 1133.01, Los Angeles County, California",(X),(X),92.5,4.3,(X),(X),90.7,6.5,(X),(X),94.3,4.9,(X),(X),54.8,6.5,(X),(X),59.2,7.8,(X),(X),50.5,9.4
1400000US06037113303,06037113303,"Census Tract 1133.03, Los Angeles County, California",(X),(X),89.8,4.5,(X),(X),83.5,8.8,(X),(X),95.5,2.6,(X),(X),29.8,5.4,(X),(X),25.7,7.2,(X),(X),33.5,5.9
1400000US06037113321,06037113321,"Census Tract 1133.21, Los Angeles County, California",(X),(X),84.1,5.4,(X),(X),84.0,8.4,(X),(X),84.1,5.9,(X),(X),42.3,6.4,(X),(X),41.3,9.4,(X),(X),43.4,8.1
1400000US06037113322,06037113322,"Census Tract 1133.22, Los Angeles County, California",(X),(X),86.5,5.0,(X),(X),87.4,5.7,(X),(X),85.6,5.6,(X),(X),35.1,6.5,(X),(X),44.4,9.0,(X),(X),25.5,6.8
1400000US06037113401,06037113401,"Census Tract 1134.01, Los Angeles County, California",(X),(X),83.3,3.7,(X),(X),84.1,5.3,(X),(X),82.5,4.2,(X),(X),30.5,4.9,(X),(X),29.7,5.5,(X),(X),31.2,6.0
1400000US06037113421,06037113421,"Census Tract 1134.21, Los Angeles County, California",(X),(X),79.6,3.6,(X),(X),80.7,6.0,(X),(X),78.6,5.0,(X),(X),18.7,3.8,(X),(X),20.7,5.5,(X),(X),16.9,4.4
1400000US06037113422,06037113422,"Census Tract 1134.22, Los Angeles County, California",(X),(X),76.7,6.6,(X),(X),77.5,9.1,(X),(X),76.0,8.0,(X),(X),25.3,5.2,(X),(X),19.2,6.3,(X),(X),30.9,7.5
1400000US06037115101,06037115101,"Census Tract 1151.01, Los Angeles County, California",(X),(X),95.5,2.6,(X),(X),93.4,4.7,(X),(X),97.4,1.7,(X),(X),51.5,4.9,(X),(X),57.1,7.3,(X),(X),46.7,6.5
1400000US06037115103,06037115103,"Census Tract 1151.03, Los Angeles County, California",(X),(X),98.5,3.0,(X),(X),100.0,17.2,(X),(X),96.8,7.0,(X),(X),49.0,10.9,(X),(X),60.0,13.4,(X),(X),35.9,14.6
1400000US06037115104,06037115104,"Census Tract 1151.04, Los Angeles County, California",(X),(X),91.0,4.7,(X),(X),90.7,5.6,(X),(X),91.3,5.0,(X),(X),46.2,6.7,(X),(X),43.7,9.0,(X),(X),48.8,8.1
1400000US06037115201,06037115201,"Census Tract 1152.01, Los Angeles County, California",(X),(X),94.6,3.4,(X),(X),94.8,3.6,(X),(X),94.4,4.1,(X),(X),36.9,8.4,(X),(X),37.3,10.8,(X),(X),36.5,10.0
1400000US06037115202,06037115202,"Census Tract 1152.02, Los Angeles County, California",(X),(X),92.5,2.8,(X),(X),95.8,2.6,(X),(X),88.7,5.0,(X),(X),40.6,6.0,(X),(X),39.9,7.9,(X),(X),41.3,7.7
