GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC03_EST_VC17,HC03_MOE_VC17,HC04_EST_VC17,HC04_MOE_VC17,HC05_EST_VC17,HC05_MOE_VC17,HC06_EST_VC17,HC06_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC05_EST_VC18,HC05_MOE_VC18,HC06_EST_VC18,HC06_MOE_VC18
Id,Id2,Geography,Total; Estimate; Percent high school graduate or higher,Total; Margin of Error; Percent high school graduate or higher,Percent; Estimate; Percent high school graduate or higher,Percent; Margin of Error; Percent high school graduate or higher,Male; Estimate; Percent high school graduate or higher,Male; Margin of Error; Percent high school graduate or higher,Percent Male; Estimate; Percent high school graduate or higher,Percent Male; Margin of Error; Percent high school graduate or higher,Female; Estimate; Percent high school graduate or higher,Female; Margin of Error; Percent high school graduate or higher,Percent Female; Estimate; Percent high school graduate or higher,Percent Female; Margin of Error; Percent high school graduate or higher,Total; Estimate; Percent bachelor's degree or higher,Total; Margin of Error; Percent bachelor's degree or higher,Percent; Estimate; Percent bachelor's degree or higher,Percent; Margin of Error; Percent bachelor's degree or higher,Male; Estimate; Percent bachelor's degree or higher,Male; Margin of Error; Percent bachelor's degree or higher,Percent Male; Estimate; Percent bachelor's degree or higher,Percent Male; Margin of Error; Percent bachelor's degree or higher,Female; Estimate; Percent bachelor's degree or higher,Female; Margin of Error; Percent bachelor's degree or higher,Percent Female; Estimate; Percent bachelor's degree or higher,Percent Female; Margin of Error; Percent bachelor's degree or higher
1400000US06037408140,06037408140,"Census Tract 4081.40, Los Angeles County, California",(X),(X),57.9,5.9,(X),(X),56.8,7.9,(X),(X),59.1,6.9,(X),(X),8.1,2.9,(X),(X),9.7,4.4,(X),(X),6.5,3.6
1400000US06037408141,06037408141,"Census Tract 4081.41, Los Angeles County, California",(X),(X),58.7,7.9,(X),(X),60.5,9.5,(X),(X),56.7,9.3,(X),(X),7.7,3.0,(X),(X),7.7,3.8,(X),(X),7.8,4.5
1400000US06037408202,06037408202,"Census Tract 4082.02, Los Angeles County, California",(X),(X),75.3,7.0,(X),(X),78.2,8.2,(X),(X),72.4,7.8,(X),(X),15.3,7.0,(X),(X),20.2,9.1,(X),(X),10.7,6.9
1400000US06037408211,06037408211,"Census Tract 4082.11, Los Angeles County, California",(X),(X),78.2,5.6,(X),(X),81.4,5.1,(X),(X),75.3,7.7,(X),(X),28.6,7.1,(X),(X),29.3,9.4,(X),(X),28.0,6.7
1400000US06037408212,06037408212,"Census Tract 4082.12, Los Angeles County, California",(X),(X),83.6,5.7,(X),(X),81.7,7.6,(X),(X),85.6,5.9,(X),(X),32.3,5.7,(X),(X),36.6,8.4,(X),(X),27.8,6.2
1400000US06037408301,06037408301,"Census Tract 4083.01, Los Angeles County, California",(X),(X),56.8,6.4,(X),(X),59.0,8.0,(X),(X),54.7,8.3,(X),(X),5.8,2.5,(X),(X),5.8,3.5,(X),(X),5.9,3.3
1400000US06037408302,06037408302,"Census Tract 4083.02, Los Angeles County, California",(X),(X),74.7,5.2,(X),(X),77.6,6.6,(X),(X),71.2,7.6,(X),(X),14.1,4.8,(X),(X),12.8,5.5,(X),(X),15.8,5.9
1400000US06037408303,06037408303,"Census Tract 4083.03, Los Angeles County, California",(X),(X),85.1,3.3,(X),(X),87.8,6.1,(X),(X),82.4,5.4,(X),(X),18.3,4.1,(X),(X),17.2,6.2,(X),(X),19.3,5.9
1400000US06037408401,06037408401,"Census Tract 4084.01, Los Angeles County, California",(X),(X),84.7,4.2,(X),(X),86.6,4.9,(X),(X),82.8,6.3,(X),(X),25.5,4.8,(X),(X),26.4,7.0,(X),(X),24.6,6.9
1400000US06037408402,06037408402,"Census Tract 4084.02, Los Angeles County, California",(X),(X),87.1,3.4,(X),(X),85.3,4.9,(X),(X),88.8,3.5,(X),(X),28.5,4.6,(X),(X),28.6,7.0,(X),(X),28.4,4.9
1400000US06037408501,06037408501,"Census Tract 4085.01, Los Angeles County, California",(X),(X),74.3,5.8,(X),(X),76.8,6.7,(X),(X),72.0,7.5,(X),(X),9.5,3.8,(X),(X),6.3,4.0,(X),(X),12.4,4.7
1400000US06037408503,06037408503,"Census Tract 4085.03, Los Angeles County, California",(X),(X),89.6,3.9,(X),(X),90.9,3.8,(X),(X),88.5,4.9,(X),(X),43.8,5.5,(X),(X),43.7,6.6,(X),(X),43.9,6.3
1400000US06037408504,06037408504,"Census Tract 4085.04, Los Angeles County, California",(X),(X),85.2,4.4,(X),(X),85.0,5.8,(X),(X),85.4,4.6,(X),(X),32.4,6.0,(X),(X),26.6,7.3,(X),(X),37.2,7.1
1400000US06037408505,06037408505,"Census Tract 4085.05, Los Angeles County, California",(X),(X),87.1,5.0,(X),(X),86.7,6.9,(X),(X),87.6,6.3,(X),(X),40.0,6.2,(X),(X),43.8,8.4,(X),(X),35.7,7.0
1400000US06037408623,06037408623,"Census Tract 4086.23, Los Angeles County, California",(X),(X),84.0,5.5,(X),(X),86.3,6.3,(X),(X),82.1,5.6,(X),(X),25.4,5.1,(X),(X),28.0,5.8,(X),(X),23.2,6.3
1400000US06037408624,06037408624,"Census Tract 4086.24, Los Angeles County, California",(X),(X),92.8,4.3,(X),(X),93.2,5.7,(X),(X),92.4,4.4,(X),(X),40.0,8.5,(X),(X),48.3,9.5,(X),(X),32.5,10.3
1400000US06037408625,06037408625,"Census Tract 4086.25, Los Angeles County, California",(X),(X),90.2,3.9,(X),(X),95.2,3.9,(X),(X),85.7,6.3,(X),(X),43.2,6.9,(X),(X),48.4,8.0,(X),(X),38.4,8.8
1400000US06037408626,06037408626,"Census Tract 4086.26, Los Angeles County, California",(X),(X),90.3,3.7,(X),(X),92.8,4.1,(X),(X),88.1,4.2,(X),(X),49.5,5.7,(X),(X),47.5,7.3,(X),(X),51.2,7.6
1400000US06037408627,06037408627,"Census Tract 4086.27, Los Angeles County, California",(X),(X),87.1,3.9,(X),(X),91.4,2.9,(X),(X),83.2,6.6,(X),(X),40.6,6.5,(X),(X),43.4,7.4,(X),(X),38.1,7.1
1400000US06037408628,06037408628,"Census Tract 4086.28, Los Angeles County, California",(X),(X),94.7,2.0,(X),(X),95.6,2.5,(X),(X),93.8,2.6,(X),(X),48.6,6.0,(X),(X),51.5,8.8,(X),(X),45.9,5.9
1400000US06037408629,06037408629,"Census Tract 4086.29, Los Angeles County, California",(X),(X),91.8,3.8,(X),(X),94.7,3.3,(X),(X),89.2,4.9,(X),(X),54.8,6.0,(X),(X),56.7,7.5,(X),(X),52.9,7.6
1400000US06037408630,06037408630,"Census Tract 4086.30, Los Angeles County, California",(X),(X),74.2,6.1,(X),(X),76.0,6.8,(X),(X),72.6,7.6,(X),(X),17.7,3.6,(X),(X),11.6,4.3,(X),(X),23.1,5.1
1400000US06037408631,06037408631,"Census Tract 4086.31, Los Angeles County, California",(X),(X),78.0,5.7,(X),(X),77.2,5.3,(X),(X),78.8,10.2,(X),(X),18.0,5.7,(X),(X),20.5,7.3,(X),(X),15.1,5.5
1400000US06037408703,06037408703,"Census Tract 4087.03, Los Angeles County, California",(X),(X),90.8,2.7,(X),(X),92.3,2.9,(X),(X),89.3,3.8,(X),(X),55.5,4.9,(X),(X),57.2,6.6,(X),(X),53.9,5.8
1400000US06037408704,06037408704,"Census Tract 4087.04, Los Angeles County, California",(X),(X),78.8,8.0,(X),(X),82.2,10.1,(X),(X),75.7,9.0,(X),(X),31.8,6.9,(X),(X),30.4,8.1,(X),(X),33.1,8.4
1400000US06037408705,06037408705,"Census Tract 4087.05, Los Angeles County, California",(X),(X),91.0,3.0,(X),(X),92.1,3.6,(X),(X),90.0,3.5,(X),(X),36.9,5.2,(X),(X),42.4,7.8,(X),(X),31.8,5.9
1400000US06037408706,06037408706,"Census Tract 4087.06, Los Angeles County, California",(X),(X),94.0,3.2,(X),(X),96.2,3.6,(X),(X),92.2,4.9,(X),(X),64.3,7.1,(X),(X),64.5,6.9,(X),(X),64.1,9.2
1400000US06037408722,06037408722,"Census Tract 4087.22, Los Angeles County, California",(X),(X),89.3,3.8,(X),(X),89.9,4.9,(X),(X),88.8,4.6,(X),(X),39.2,7.0,(X),(X),43.1,10.5,(X),(X),35.7,7.2
1400000US06037408723,06037408723,"Census Tract 4087.23, Los Angeles County, California",(X),(X),79.8,5.3,(X),(X),77.3,7.3,(X),(X),82.1,5.3,(X),(X),28.6,5.6,(X),(X),30.2,7.4,(X),(X),27.1,6.6
1400000US06037408724,06037408724,"Census Tract 4087.24, Los Angeles County, California",(X),(X),73.8,5.9,(X),(X),76.8,6.8,(X),(X),71.1,7.1,(X),(X),20.3,5.6,(X),(X),20.6,6.8,(X),(X),20.0,6.7
1400000US06037408800,06037408800,"Census Tract 4088, Los Angeles County, California",(X),(X),70.0,5.5,(X),(X),73.8,6.9,(X),(X),65.9,7.8,(X),(X),28.1,7.0,(X),(X),30.0,9.4,(X),(X),26.2,7.5
1400000US06037430002,06037430002,"Census Tract 4300.02, Los Angeles County, California",(X),(X),85.5,4.5,(X),(X),86.0,5.6,(X),(X),85.2,6.3,(X),(X),35.9,5.1,(X),(X),37.2,7.0,(X),(X),35.0,6.7
1400000US06037430003,06037430003,"Census Tract 4300.03, Los Angeles County, California",(X),(X),96.8,1.7,(X),(X),97.2,1.9,(X),(X),96.4,2.1,(X),(X),46.4,4.6,(X),(X),45.4,6.4,(X),(X),47.2,5.3
1400000US06037430101,06037430101,"Census Tract 4301.01, Los Angeles County, California",(X),(X),79.7,5.1,(X),(X),82.3,6.2,(X),(X),77.6,5.9,(X),(X),20.6,5.4,(X),(X),24.0,7.2,(X),(X),17.7,5.7
1400000US06037430102,06037430102,"Census Tract 4301.02, Los Angeles County, California",(X),(X),68.7,8.7,(X),(X),66.8,10.2,(X),(X),70.1,9.8,(X),(X),13.3,4.3,(X),(X),14.1,5.1,(X),(X),12.6,5.0
1400000US06037430200,06037430200,"Census Tract 4302, Los Angeles County, California",(X),(X),93.9,2.6,(X),(X),95.4,3.2,(X),(X),92.6,4.0,(X),(X),57.9,6.6,(X),(X),65.7,8.6,(X),(X),51.7,7.6
1400000US06037430301,06037430301,"Census Tract 4303.01, Los Angeles County, California",(X),(X),96.2,1.7,(X),(X),96.1,2.1,(X),(X),96.3,2.5,(X),(X),55.2,5.3,(X),(X),54.9,7.3,(X),(X),55.4,5.7
1400000US06037430302,06037430302,"Census Tract 4303.02, Los Angeles County, California",(X),(X),95.1,2.6,(X),(X),94.4,5.0,(X),(X),95.8,2.9,(X),(X),47.2,7.8,(X),(X),45.4,10.4,(X),(X),48.8,8.6
1400000US06037430400,06037430400,"Census Tract 4304, Los Angeles County, California",(X),(X),96.5,2.1,(X),(X),96.3,3.5,(X),(X),96.6,1.9,(X),(X),62.9,6.5,(X),(X),67.1,8.6,(X),(X),59.1,7.6
1400000US06037430501,06037430501,"Census Tract 4305.01, Los Angeles County, California",(X),(X),99.6,0.5,(X),(X),99.8,0.6,(X),(X),99.4,0.8,(X),(X),70.1,6.1,(X),(X),68.6,7.6,(X),(X),71.3,7.0
1400000US06037430502,06037430502,"Census Tract 4305.02, Los Angeles County, California",(X),(X),99.2,0.8,(X),(X),98.7,1.6,(X),(X),99.5,0.8,(X),(X),59.4,5.6,(X),(X),61.4,8.5,(X),(X),57.8,6.2
1400000US06037430600,06037430600,"Census Tract 4306, Los Angeles County, California",(X),(X),93.3,3.1,(X),(X),94.6,3.5,(X),(X),91.9,3.5,(X),(X),57.3,7.1,(X),(X),58.3,8.4,(X),(X),56.3,8.8
1400000US06037430701,06037430701,"Census Tract 4307.01, Los Angeles County, California",(X),(X),97.1,1.6,(X),(X),96.1,2.5,(X),(X),98.1,1.4,(X),(X),58.3,4.9,(X),(X),61.7,6.4,(X),(X),55.1,5.6
1400000US06037430721,06037430721,"Census Tract 4307.21, Los Angeles County, California",(X),(X),92.3,2.9,(X),(X),89.0,5.8,(X),(X),94.8,3.1,(X),(X),51.1,10.0,(X),(X),55.9,12.1,(X),(X),47.4,9.7
1400000US06037430723,06037430723,"Census Tract 4307.23, Los Angeles County, California",(X),(X),96.0,2.4,(X),(X),97.4,2.4,(X),(X),94.9,2.8,(X),(X),55.7,6.8,(X),(X),60.2,9.0,(X),(X),51.9,7.3
1400000US06037430724,06037430724,"Census Tract 4307.24, Los Angeles County, California",(X),(X),91.1,3.6,(X),(X),92.0,4.4,(X),(X),90.4,3.6,(X),(X),52.0,6.0,(X),(X),53.3,7.3,(X),(X),51.0,7.6
1400000US06037430801,06037430801,"Census Tract 4308.01, Los Angeles County, California",(X),(X),91.1,4.0,(X),(X),93.8,5.3,(X),(X),89.0,5.1,(X),(X),50.6,5.4,(X),(X),49.7,8.4,(X),(X),51.3,6.3
1400000US06037430802,06037430802,"Census Tract 4308.02, Los Angeles County, California",(X),(X),88.0,3.9,(X),(X),88.5,5.0,(X),(X),87.7,4.7,(X),(X),59.1,5.7,(X),(X),62.6,8.8,(X),(X),56.5,5.1
1400000US06037430803,06037430803,"Census Tract 4308.03, Los Angeles County, California",(X),(X),93.2,2.3,(X),(X),94.5,2.7,(X),(X),92.1,3.1,(X),(X),52.1,5.7,(X),(X),56.1,6.8,(X),(X),48.7,6.7
1400000US06037430901,06037430901,"Census Tract 4309.01, Los Angeles County, California",(X),(X),83.4,5.9,(X),(X),86.3,6.5,(X),(X),80.7,6.6,(X),(X),30.1,5.1,(X),(X),24.1,6.8,(X),(X),35.5,6.2
1400000US06037430902,06037430902,"Census Tract 4309.02, Los Angeles County, California",(X),(X),86.6,4.4,(X),(X),84.2,7.1,(X),(X),88.9,4.6,(X),(X),36.8,6.2,(X),(X),42.9,8.5,(X),(X),30.9,7.7
1400000US06037431001,06037431001,"Census Tract 4310.01, Los Angeles County, California",(X),(X),82.7,6.3,(X),(X),84.1,7.0,(X),(X),81.5,7.8,(X),(X),30.2,6.6,(X),(X),25.0,7.5,(X),(X),34.8,8.7
1400000US06037431002,06037431002,"Census Tract 4310.02, Los Angeles County, California",(X),(X),91.0,5.1,(X),(X),91.8,6.0,(X),(X),90.1,5.7,(X),(X),40.5,6.1,(X),(X),43.4,8.3,(X),(X),37.6,9.1
1400000US06037431100,06037431100,"Census Tract 4311, Los Angeles County, California",(X),(X),85.9,5.2,(X),(X),81.6,7.8,(X),(X),90.0,5.3,(X),(X),25.4,5.5,(X),(X),21.9,5.7,(X),(X),28.7,6.9
1400000US06037431200,06037431200,"Census Tract 4312, Los Angeles County, California",(X),(X),68.6,5.1,(X),(X),68.3,6.2,(X),(X),68.9,5.7,(X),(X),16.6,3.2,(X),(X),14.7,3.9,(X),(X),18.6,4.8
1400000US06037431300,06037431300,"Census Tract 4313, Los Angeles County, California",(X),(X),90.2,3.4,(X),(X),88.5,5.3,(X),(X),91.7,3.6,(X),(X),36.7,6.7,(X),(X),40.8,7.4,(X),(X),33.1,7.8
1400000US06037431400,06037431400,"Census Tract 4314, Los Angeles County, California",(X),(X),89.9,3.7,(X),(X),92.1,3.8,(X),(X),87.7,4.9,(X),(X),40.2,6.8,(X),(X),37.6,9.1,(X),(X),42.7,7.3
1400000US06037431501,06037431501,"Census Tract 4315.01, Los Angeles County, California",(X),(X),78.4,5.6,(X),(X),76.3,7.5,(X),(X),80.3,6.6,(X),(X),28.9,4.9,(X),(X),33.0,7.5,(X),(X),25.1,5.0
1400000US06037431502,06037431502,"Census Tract 4315.02, Los Angeles County, California",(X),(X),87.9,3.6,(X),(X),95.0,2.8,(X),(X),80.9,5.8,(X),(X),30.5,6.7,(X),(X),29.6,9.0,(X),(X),31.5,7.5
1400000US06037431600,06037431600,"Census Tract 4316, Los Angeles County, California",(X),(X),91.1,2.8,(X),(X),95.6,2.8,(X),(X),87.3,4.1,(X),(X),45.5,7.3,(X),(X),49.0,11.4,(X),(X),42.5,7.2
1400000US06037431700,06037431700,"Census Tract 4317, Los Angeles County, California",(X),(X),84.6,5.0,(X),(X),83.4,6.9,(X),(X),85.4,5.3,(X),(X),43.6,7.1,(X),(X),53.7,9.8,(X),(X),35.7,7.6
1400000US06037431800,06037431800,"Census Tract 4318, Los Angeles County, California",(X),(X),85.7,4.2,(X),(X),88.3,4.6,(X),(X),83.5,5.2,(X),(X),46.0,5.7,(X),(X),50.3,8.5,(X),(X),42.4,5.8
1400000US06037431900,06037431900,"Census Tract 4319, Los Angeles County, California",(X),(X),86.4,4.0,(X),(X),88.6,5.6,(X),(X),84.6,5.6,(X),(X),40.5,6.9,(X),(X),43.2,9.0,(X),(X),38.3,7.9
1400000US06037432000,06037432000,"Census Tract 4320, Los Angeles County, California",(X),(X),81.6,6.0,(X),(X),76.8,8.4,(X),(X),86.5,6.1,(X),(X),39.5,6.1,(X),(X),38.8,8.1,(X),(X),40.2,8.2
1400000US06037432101,06037432101,"Census Tract 4321.01, Los Angeles County, California",(X),(X),85.2,4.4,(X),(X),85.6,4.9,(X),(X),85.0,5.1,(X),(X),33.2,5.2,(X),(X),41.7,7.4,(X),(X),26.7,5.9
1400000US06037432102,06037432102,"Census Tract 4321.02, Los Angeles County, California",(X),(X),88.2,3.3,(X),(X),91.4,3.2,(X),(X),85.5,5.1,(X),(X),35.5,4.5,(X),(X),37.2,6.3,(X),(X),34.1,5.3
1400000US06037432201,06037432201,"Census Tract 4322.01, Los Angeles County, California",(X),(X),74.5,7.3,(X),(X),77.4,6.2,(X),(X),72.1,9.1,(X),(X),22.9,6.7,(X),(X),24.5,8.0,(X),(X),21.5,7.3
1400000US06037432202,06037432202,"Census Tract 4322.02, Los Angeles County, California",(X),(X),70.6,5.5,(X),(X),70.8,6.9,(X),(X),70.3,6.6,(X),(X),20.3,5.3,(X),(X),20.2,5.8,(X),(X),20.4,6.6
1400000US06037432300,06037432300,"Census Tract 4323, Los Angeles County, California",(X),(X),67.5,5.7,(X),(X),65.0,6.8,(X),(X),70.0,7.5,(X),(X),19.2,5.8,(X),(X),18.2,6.5,(X),(X),20.2,7.5
1400000US06037432401,06037432401,"Census Tract 4324.01, Los Angeles County, California",(X),(X),55.0,6.6,(X),(X),56.9,7.1,(X),(X),53.2,7.9,(X),(X),11.5,4.0,(X),(X),12.9,4.8,(X),(X),10.1,4.4
1400000US06037432402,06037432402,"Census Tract 4324.02, Los Angeles County, California",(X),(X),57.7,5.7,(X),(X),60.0,7.7,(X),(X),55.8,6.8,(X),(X),8.7,2.8,(X),(X),8.9,3.5,(X),(X),8.6,3.3
1400000US06037432500,06037432500,"Census Tract 4325, Los Angeles County, California",(X),(X),73.5,5.6,(X),(X),78.3,6.3,(X),(X),68.3,7.3,(X),(X),17.3,3.8,(X),(X),18.0,5.4,(X),(X),16.6,4.5
1400000US06037432601,06037432601,"Census Tract 4326.01, Los Angeles County, California",(X),(X),58.5,5.1,(X),(X),63.7,6.4,(X),(X),52.9,6.2,(X),(X),12.0,2.9,(X),(X),12.1,3.5,(X),(X),11.8,4.1
1400000US06037432602,06037432602,"Census Tract 4326.02, Los Angeles County, California",(X),(X),70.8,5.3,(X),(X),77.3,7.9,(X),(X),65.5,6.0,(X),(X),17.2,6.1,(X),(X),18.1,6.7,(X),(X),16.5,6.6
1400000US06037432700,06037432700,"Census Tract 4327, Los Angeles County, California",(X),(X),60.5,7.4,(X),(X),57.8,9.8,(X),(X),62.7,8.4,(X),(X),10.4,3.5,(X),(X),12.8,5.3,(X),(X),8.4,4.2
1400000US06037432801,06037432801,"Census Tract 4328.01, Los Angeles County, California",(X),(X),48.6,6.2,(X),(X),48.5,9.3,(X),(X),48.6,8.2,(X),(X),8.2,2.8,(X),(X),8.5,3.7,(X),(X),7.9,4.7
1400000US06037432802,06037432802,"Census Tract 4328.02, Los Angeles County, California",(X),(X),52.8,6.3,(X),(X),50.5,9.0,(X),(X),55.2,6.9,(X),(X),8.7,4.0,(X),(X),10.6,5.1,(X),(X),6.7,4.2
1400000US06037432901,06037432901,"Census Tract 4329.01, Los Angeles County, California",(X),(X),72.2,5.8,(X),(X),75.8,7.1,(X),(X),68.8,7.3,(X),(X),22.3,4.7,(X),(X),22.3,7.0,(X),(X),22.3,6.1
1400000US06037432902,06037432902,"Census Tract 4329.02, Los Angeles County, California",(X),(X),72.2,5.6,(X),(X),80.6,5.7,(X),(X),64.0,7.9,(X),(X),21.9,5.0,(X),(X),22.7,7.4,(X),(X),21.0,5.5
1400000US06037433101,06037433101,"Census Tract 4331.01, Los Angeles County, California",(X),(X),55.0,5.9,(X),(X),59.0,6.4,(X),(X),51.2,7.9,(X),(X),12.0,3.4,(X),(X),12.7,5.1,(X),(X),11.4,4.4
1400000US06037433102,06037433102,"Census Tract 4331.02, Los Angeles County, California",(X),(X),48.2,6.0,(X),(X),53.4,9.9,(X),(X),43.8,7.6,(X),(X),14.6,4.4,(X),(X),14.4,6.2,(X),(X),14.7,5.6
1400000US06037433200,06037433200,"Census Tract 4332, Los Angeles County, California",(X),(X),51.4,6.6,(X),(X),56.2,8.0,(X),(X),46.1,8.7,(X),(X),11.0,4.6,(X),(X),14.3,7.9,(X),(X),7.4,3.9
1400000US06037433302,06037433302,"Census Tract 4333.02, Los Angeles County, California",(X),(X),43.8,8.2,(X),(X),34.1,9.4,(X),(X),53.9,8.9,(X),(X),4.6,2.5,(X),(X),6.8,4.6,(X),(X),2.2,2.7
1400000US06037433304,06037433304,"Census Tract 4333.04, Los Angeles County, California",(X),(X),56.0,7.4,(X),(X),52.7,10.4,(X),(X),59.2,7.2,(X),(X),14.5,5.0,(X),(X),13.4,6.7,(X),(X),15.6,6.5
1400000US06037433305,06037433305,"Census Tract 4333.05, Los Angeles County, California",(X),(X),59.9,7.0,(X),(X),64.6,8.2,(X),(X),55.0,9.0,(X),(X),11.9,4.0,(X),(X),15.2,5.3,(X),(X),8.6,4.7
1400000US06037433306,06037433306,"Census Tract 4333.06, Los Angeles County, California",(X),(X),54.0,6.5,(X),(X),57.6,7.6,(X),(X),50.4,8.9,(X),(X),13.7,3.4,(X),(X),13.9,5.3,(X),(X),13.5,4.4
1400000US06037433307,06037433307,"Census Tract 4333.07, Los Angeles County, California",(X),(X),66.1,6.1,(X),(X),67.6,7.2,(X),(X),64.7,7.4,(X),(X),19.4,4.3,(X),(X),18.2,6.1,(X),(X),20.5,6.7
1400000US06037433401,06037433401,"Census Tract 4334.01, Los Angeles County, California",(X),(X),45.1,6.7,(X),(X),44.5,8.6,(X),(X),45.6,7.4,(X),(X),12.0,4.1,(X),(X),13.9,5.9,(X),(X),9.9,4.4
1400000US06037433402,06037433402,"Census Tract 4334.02, Los Angeles County, California",(X),(X),59.1,6.8,(X),(X),61.7,8.4,(X),(X),56.6,8.0,(X),(X),12.5,4.5,(X),(X),14.6,6.1,(X),(X),10.4,7.2
1400000US06037433403,06037433403,"Census Tract 4334.03, Los Angeles County, California",(X),(X),49.9,7.7,(X),(X),51.0,10.9,(X),(X),48.9,8.3,(X),(X),7.0,3.1,(X),(X),7.9,3.2,(X),(X),6.2,4.2
1400000US06037433501,06037433501,"Census Tract 4335.01, Los Angeles County, California",(X),(X),50.0,9.1,(X),(X),55.1,12.4,(X),(X),42.9,12.6,(X),(X),3.5,3.8,(X),(X),2.6,4.3,(X),(X),4.6,7.1
1400000US06037433503,06037433503,"Census Tract 4335.03, Los Angeles County, California",(X),(X),47.1,7.3,(X),(X),48.1,9.0,(X),(X),46.1,8.4,(X),(X),9.1,3.7,(X),(X),7.6,4.7,(X),(X),10.5,4.2
1400000US06037433504,06037433504,"Census Tract 4335.04, Los Angeles County, California",(X),(X),40.3,7.6,(X),(X),43.2,9.5,(X),(X),37.1,8.4,(X),(X),5.2,2.4,(X),(X),3.8,2.7,(X),(X),6.7,3.7
1400000US06037433601,06037433601,"Census Tract 4336.01, Los Angeles County, California",(X),(X),69.4,6.9,(X),(X),73.3,7.0,(X),(X),65.5,9.2,(X),(X),18.5,5.4,(X),(X),20.9,7.3,(X),(X),16.3,6.2
1400000US06037433602,06037433602,"Census Tract 4336.02, Los Angeles County, California",(X),(X),58.4,5.9,(X),(X),60.0,7.9,(X),(X),57.0,6.7,(X),(X),18.6,4.4,(X),(X),18.1,5.5,(X),(X),19.0,5.5
1400000US06037433700,06037433700,"Census Tract 4337, Los Angeles County, California",(X),(X),54.1,6.6,(X),(X),48.1,10.1,(X),(X),59.9,6.5,(X),(X),7.8,2.9,(X),(X),7.3,3.5,(X),(X),8.3,4.1
1400000US06037433801,06037433801,"Census Tract 4338.01, Los Angeles County, California",(X),(X),45.5,5.9,(X),(X),47.4,8.8,(X),(X),43.7,7.5,(X),(X),6.4,3.1,(X),(X),6.1,3.9,(X),(X),6.5,3.2
1400000US06037433802,06037433802,"Census Tract 4338.02, Los Angeles County, California",(X),(X),68.1,6.1,(X),(X),73.4,7.7,(X),(X),63.1,6.4,(X),(X),12.6,3.6,(X),(X),12.6,5.2,(X),(X),12.6,4.8
1400000US06037433901,06037433901,"Census Tract 4339.01, Los Angeles County, California",(X),(X),50.2,6.3,(X),(X),51.7,8.5,(X),(X),48.6,8.1,(X),(X),9.2,3.3,(X),(X),10.6,5.0,(X),(X),7.9,4.1
1400000US06037433902,06037433902,"Census Tract 4339.02, Los Angeles County, California",(X),(X),61.7,6.5,(X),(X),59.4,8.5,(X),(X),64.1,7.9,(X),(X),2.5,1.4,(X),(X),1.6,1.3,(X),(X),3.4,2.1
1400000US06037434001,06037434001,"Census Tract 4340.01, Los Angeles County, California",(X),(X),62.5,5.9,(X),(X),64.8,7.0,(X),(X),60.3,7.3,(X),(X),8.4,2.7,(X),(X),8.8,3.5,(X),(X),7.9,4.0
1400000US06037434003,06037434003,"Census Tract 4340.03, Los Angeles County, California",(X),(X),48.4,5.8,(X),(X),51.4,7.5,(X),(X),45.8,8.1,(X),(X),12.4,6.0,(X),(X),6.8,4.3,(X),(X),17.3,8.8
1400000US06037434004,06037434004,"Census Tract 4340.04, Los Angeles County, California",(X),(X),57.9,6.8,(X),(X),52.4,9.3,(X),(X),62.8,9.1,(X),(X),6.5,3.6,(X),(X),5.4,4.0,(X),(X),7.5,4.5
1400000US06037460000,06037460000,"Census Tract 4600, Los Angeles County, California",(X),(X),91.5,3.2,(X),(X),95.0,3.0,(X),(X),88.2,5.3,(X),(X),57.0,5.8,(X),(X),62.1,6.5,(X),(X),52.2,7.8
1400000US06037460100,06037460100,"Census Tract 4601, Los Angeles County, California",(X),(X),95.5,2.2,(X),(X),97.9,2.1,(X),(X),93.1,3.9,(X),(X),61.0,5.6,(X),(X),64.0,7.8,(X),(X),58.1,7.4
1400000US06037460200,06037460200,"Census Tract 4602, Los Angeles County, California",(X),(X),97.0,2.5,(X),(X),98.2,1.7,(X),(X),95.9,4.4,(X),(X),46.7,7.5,(X),(X),46.3,9.0,(X),(X),47.1,8.8
1400000US06037460301,06037460301,"Census Tract 4603.01, Los Angeles County, California",(X),(X),91.5,3.8,(X),(X),91.3,5.1,(X),(X),91.8,5.3,(X),(X),46.0,6.2,(X),(X),43.9,8.5,(X),(X),47.8,6.7
1400000US06037460302,06037460302,"Census Tract 4603.02, Los Angeles County, California",(X),(X),87.5,3.7,(X),(X),89.1,4.8,(X),(X),86.3,5.4,(X),(X),27.2,6.1,(X),(X),26.7,7.4,(X),(X),27.6,7.5
1400000US06037460401,06037460401,"Census Tract 4604.01, Los Angeles County, California",(X),(X),83.6,7.4,(X),(X),84.5,8.1,(X),(X),83.0,8.8,(X),(X),39.3,8.6,(X),(X),40.7,12.1,(X),(X),38.3,9.6
