Tract,Pct_Male_Ins,Pct_Female_Ins
217002,100,100
217100,100,100
217200,95.72649573,100
218110,86.03603604,93.51145038
218120,78.65853659,92.06798867
218210,95.63953488,95.62289562
218220,100,100
218300,90.88607595,92.25181598
218400,87.17504333,88.54166667
218500,92.94871795,89
218600,90.14778325,100
218701,95.83333333,97.60479042
218702,80.70175439,97.93814433
218800,93.28621908,92.53112033
218900,92.40924092,93.15960912
219010,85.5704698,100
219020,90.35250464,97.92207792
219300,96.36963696,90.90909091
219500,100,100
219700,100,98.48942598
219800,90.32258065,94.02390438
219901,97.45547074,85.40145985
219902,93.29446064,94.23728814
220000,64.73317865,89.87854251
220100,100,92.66666667
221110,97.55600815,97.86585366
221120,87.41935484,73.68421053
221210,83.98791541,100
221220,93.25842697,88.85017422
221302,100,74.31818182
221303,82.421875,96.15384615
221304,84.12017167,94.81037924
221401,72.91666667,100
221402,90.8045977,80.32786885
221500,96.80638723,89.66346154
221601,84.91620112,90.78947368
221602,96.3963964,97.24770642
221710,100,100
221810,93.59605911,91.82389937
221820,100,100
221900,100,94.64285714
222001,74.66216216,94.66666667
222002,96.30723781,96.27507163
222100,83.84615385,94.20935412
222200,82.05882353,89.53488372
222500,86.30769231,91.04761905
222600,95.17684887,100
222700,97.68041237,98.5059761
224010,100,95.02487562
224020,89.58333333,100
224200,94.71830986,86.2745098
224310,76.49769585,77.57575758
224320,96.22641509,100
224410,92.85714286,100
224420,90.42553191,91.92982456
224600,84.59530026,96.23430962
224700,96.40102828,100
226001,98.66666667,98.0861244
226002,84.31372549,100
226410,97.15762274,88.63636364
226420,85.08474576,90.92409241
226700,89.28067701,84.05797101
227010,100,100
227020,94.58239278,96.81908549
228100,92.47648903,83.847981
228210,90.16697588,91.91321499
228220,81.48788927,92.8115016
228310,88.64353312,85.98901099
228320,97.44897959,93.31683168
228410,77.20207254,94.58823529
228420,88.59857482,93.22033898
228500,82.59441708,91.57667387
228600,97.95918367,92.18328841
228710,87.47346072,88.06941432
228720,81.86889819,90.11532125
228800,94.45701357,89.12655971
228900,98.42271293,100
229100,93.7751004,91.37323944
229200,89.44223108,100
229300,96.24183007,92.11618257
229410,95.88477366,100
229420,96.99367089,92.77620397
231100,98.89705882,98.8700565
231210,87.93650794,79.81927711
231220,98.13084112,94.17249417
231300,100,100
231400,85.26785714,97.96747967
231500,82.84424379,100
231600,96.02076125,89.62818004
231710,94.95798319,95.38784067
231720,92.24652087,88.52941176
231800,100,92.05397301
231900,86.55804481,95.68567026
232110,96.8115942,78.41945289
232120,85.66493955,97.22222222
232200,100,100
232300,87.04225352,68.82129278
232400,92.97520661,87.5464684
232500,94.50549451,85.25
232600,97.36434109,94.72868217
232700,100,92.19380888
232800,93.78881988,85.66978193
234000,72.4137931,97.19298246
234200,100,100
234300,100,100
234501,100,91.09947644
234502,100,100
234600,91.17647059,100
234700,86.20689655,72.03389831
234800,100,100
234901,92.0754717,93.57541899
234902,88.59649123,62.34817814
235100,91.47058824,90.37800687
235201,88.28125,100
235202,100,100
236000,100,100
236100,100,100
236202,96.71179884,100
236203,94.62809917,97.90940767
236204,81.06796117,86.71328671
236400,94.40298507,100
237101,98.00498753,97.89473684
237102,78.9017341,86.79867987
237201,100,87.57062147
237202,91.5921288,82.99711816
237300,100,90.22222222
237401,90,88.86310905
237402,94.78672986,82.43243243
237500,90.20618557,93.87096774
237600,90,86.61417323
237710,86.94516971,100
237720,100,100
237800,76.31578947,75.32467532
237900,91.49659864,87.45980707
238000,100,100
238100,86.8852459,92
238200,100,100
238310,90.22298456,89.31552588
238320,85.49323017,81.50134048
238400,100,91.28065395
239201,95.59859155,89.63414634
239202,90.01264223,93.52159468
239310,86.88118812,85.10158014
239320,75.82938389,91.93548387
239330,88.63636364,89.44444444
239501,91.22340426,88.54489164
239502,87.45454545,86.74911661
239601,91.26984127,88.67924528
239602,92.47104247,94.29280397
239701,91.66666667,100
239702,94.20289855,81.59851301
239801,97.58064516,96.05263158
239802,97.88199697,93.18518519
240010,91.56626506,97.59036145
240020,96.6728281,90.04975124
240200,93.63957597,94.38470729
240300,94.29097606,98.55072464
240401,76.63280116,81.8431912
240402,83.72093023,89.33002481
240500,95.74920298,95.24456522
240600,95.20766773,78.58243451
240700,90.06802721,92.10174029
240800,93.04347826,90.43824701
240900,83.92603129,93.75
241001,96.09544469,77.80040733
241002,96.61354582,92.81314168
241110,100,97.98850575
241120,89.72222222,84.61538462
241201,94.58128079,100
241202,95.63182527,96.47266314
241300,99.15966387,92.72727273
241400,99.18699187,96.76616915
242000,88.61480076,94.32013769
242100,100,97.12389381
242200,93.09090909,88.84758364
242300,100,83.96349413
242600,96.90607735,96.47218453
242700,97.79735683,97.88135593
243000,89.30163447,91.1227154
243100,97.90897909,89.31841302
261101,84.36213992,100
261102,100,100
261200,94.88188976,100
262100,88.94230769,100
262200,98.48484848,100
262301,100,97.89029536
262302,100,100
262303,100,87.75510204
262400,100,100
262501,100,100
262601,100,100
262604,95.81056466,96.14740369
262704,96.83544304,96.16724739
262706,100,100
262802,100,100
264000,100,100
264102,100,90.47619048
264103,100,100
264301,100,100
264302,100,100
265100,100,100
265201,100,97.60956175
265202,100,41.30434783
265301,100,99.75711312
265303,86.76470588,100
265304,80.15267176,100
265305,100,100
265410,100,100
265420,100,100
265510,100,100
265520,100,100
265601,100,78.14569536
265602,86.11111111,100
265700,100,100
267100,93.28063241,100
267200,100,100
267300,100,100
267402,100,100
267403,100,53.84615385
267404,100,100
267501,100,96.66666667
267502,100,100
267600,100,100
267700,100,100
267800,90.4109589,100
267901,100,100
267902,100,94.20289855
269000,94.34447301,94.95412844
269100,96.67896679,100
269300,88.95705521,100
269500,98.7654321,96.28647215
269601,96.91876751,100
269602,93.87755102,91.74757282
269700,100,94.94949495
269800,100,92.59259259
269903,90.90909091,96.71052632
269904,100,81.81818182
269905,100,100
269906,72.52747253,100
269907,81.62162162,86.59793814
270100,100,100
270200,86.31578947,72.89719626
270300,100,91.62303665
271100,96.89922481,100
271200,100,100
271300,100,100
271400,100,100
271500,92.06349206,100
271600,96.79487179,95.67307692
271701,100,90.38461538
271702,100,100
271801,100,100
271802,100,93.05135952
271901,100,95.90643275
271902,100,100
272100,100,100
272201,100,100
272202,76.38888889,64.61538462
272301,90.97744361,100
272302,91.90140845,96.20991254
273100,100,100
273200,100,100
273300,100,100
273402,100,100
273502,100,100
273600,100,100
273700,92.45283019,85
273800,100,100
273902,100,100
274100,100,100
274202,100,100
275101,82.27848101,100
275102,95.05703422,96.64634146
275200,86.79245283,100
275302,83.59375,94.14893617
275311,85.3968254,100
275400,100,100
275500,100,92.19858156
275602,100,100
275603,100,100
276000,100,100
276100,100,100
276400,100,100
276500,97.52212389,100
276601,100,100
276603,100,100
276604,100,100
277000,100,100
277100,96.38157895,95.43568465
277200,100,100
277400,89.14285714,97.41935484
278001,98.90710383,100
278102,100,100
291110,98.26839827,95.50827423
291120,80.95238095,92.75362319
291130,100,97.28682171
291210,100,97.89473684
291220,90.70422535,74.25373134
291300,89.375,88.13559322
292000,80.50682261,96.41319943
293201,100,100
293202,97.63888889,92.26666667
293301,90.60773481,94.54545455
293302,98.17813765,100
293304,86.20689655,100
293306,74.31693989,81.37931034
293307,95.74468085,96.36363636
294110,100,100
294120,100,96.2962963
294200,87.74928775,89.13793103
294301,100,100
294302,87.70685579,91
294410,96.38752053,99.15966387
294421,88.75,90.87837838
294510,90.76175041,100
294520,95.02074689,91.36690647
294610,91.62995595,92.14285714
294620,100,97.74647887
294701,93.21428571,89.03394256
294810,89.38271605,82.69961977
294820,83.03964758,81.69014085
294830,89.73880597,91.70124481
294900,90.38461538,97.39336493
295103,100,100
296210,82.24637681,96.56652361
296220,100,100
296300,92.71708683,84.91048593
296401,93.38235294,95.85253456
296402,100,95.40983607
296500,100,100
296600,95.14563107,100
296901,95.69230769,100
296902,84.32304038,91.52542373
297000,95.07692308,74.41860465
297110,79.37336815,89.67741935
297120,96.86098655,100
297201,100,95.65217391
297202,100,100
297300,100,100
297400,100,100
297500,100,89.93963783
297601,100,100
297602,91.43835616,78.20512821
300100,100,100
300200,98.85496183,100
300301,90.7120743,93.20695103
300400,92.46794872,100
300501,95.68106312,100
300502,97.05882353,96.84763573
300600,99.56521739,100
300701,89.85024958,93.62139918
300702,100,100
300800,100,98.19494585
300901,100,100
300902,100,100
301000,100,100
301100,100,100
301203,95.30201342,88.83495146
301204,61.50234742,90.79754601
301205,100,95.70552147
301206,92.93478261,84.94382022
301300,100,100
301400,84.81012658,91.25
301501,100,80.2919708
301502,100,91.9395466
301601,96.20253165,88.34355828
301602,100,100
301701,74.20634921,88.96103896
301702,100,96.89922481
301801,100,93.04029304
301802,88.08777429,100
301900,81.01983003,82.9015544
302002,95.8974359,88.19444444
302003,81.8627451,100
302004,79.13385827,96.20253165
302102,90.86757991,94.33333333
302103,89.07103825,87.08609272
302104,100,95.32163743
302201,94.58598726,99.33333333
302202,91.50684932,94.68438538
302301,94.50549451,100
302302,93.36283186,94.55782313
302401,100,93.11740891
302503,99.25373134,100
302504,98.05194805,89.28571429
302505,96.35854342,100
302506,100,100
310100,91.85022026,100
310201,100,100
310202,100,100
310300,100,100
310400,96.83098592,95.15151515
310501,86.02941176,82.2147651
310601,95.36784741,91.66666667
310602,96.98275862,81.60377358
310701,100,100
310702,79.47154472,72.06208426
310703,77.23880597,93.37349398
310800,80.17751479,91.98717949
310900,100,100
311000,96.66666667,100
311100,93.05555556,100
311200,95.27896996,100
311300,87.90322581,91.4893617
311400,100,100
311500,100,90.17632242
311600,100,100
311700,100,100
311801,100,73.86363636
311802,100,89.09657321
320000,100,100
320100,94.50934579,93.07692308
320201,92.51170047,92.69521411
320202,98.38709677,95.70815451
320300,96.89349112,93.2642487
400204,94.74522293,95.83333333
400205,100,100
400206,89.93710692,93.04123711
400207,100,100
400302,97.84172662,100
400304,100,97.25
400402,94.82758621,100
400403,94.20289855,99.24528302
400404,95.39641944,95.17766497
400501,100,100
400602,86.43678161,89.60302457
400603,99.0625,96.31728045
400604,96.82080925,94.41624365
400800,88.80952381,95.06933744
400900,93.89534884,93.22580645
401001,96.45093946,82.77310924
401002,88.95184136,92.01388889
401101,100,90.51094891
401102,100,93.08510638
401201,86.75958188,89.20454545
401202,100,92.90465632
401203,100,100
401303,100,100
401304,100,100
401311,100,100
401312,92.24137931,95.3038674
401500,94.27207637,99.2
401601,90.06410256,100
401602,98.58044164,96.56121045
401603,100,100
401701,97.15909091,90.97472924
401703,97.5975976,100
401704,93.50877193,78.7414966
401800,93.36437718,87.31501057
401901,95.61643836,96.10655738
401902,85.11627907,82.99319728
402001,93.71428571,100
402002,100,100
402101,98.71134021,96.74418605
402102,96.26373626,98.62385321
402200,98.48942598,100
402301,100,93.3048433
402303,100,100
402304,94.6,94.98806683
402402,69.49384405,79.12317328
402403,100,100
402404,91.48550725,93.83259912
402405,100,92.20430108
402406,95.11111111,89.50177936
402501,94.07158837,94.61235217
402502,92.99363057,96.51162791
402600,62.46056782,71.19047619
402702,82.74932615,84.64373464
402703,95.45454545,90.31198686
402705,88.84758364,91.80327869
402706,95.96928983,91.13475177
402801,97.76536313,96.55629139
402803,76.48725212,89.5890411
402804,90.57377049,95.29411765
402902,97.08222812,89.03225806
402903,97.71784232,93.59698682
402904,79.31034483,90.42553191
403000,96.6796875,90.58380414
403200,100,100
403303,83.73205742,91.4556962
403304,97.05882353,97.64309764
403305,100,96
403312,100,100
403316,100,86.39240506
403317,100,100
403318,98.99135447,95.31680441
403319,93.0362117,85.95041322
403320,98.1233244,94.91916859
403321,98.47457627,87.74193548
403322,92.6199262,100
403323,95.39473684,97.63779528
403324,100,90.03831418
403325,97.6635514,100
403401,100,94.75982533
403402,95.72368421,84.61538462
403403,97.62419006,100
403404,100,100
403405,100,100
403406,96.46017699,89.77777778
403407,96.6442953,97.04142012
403408,100,100
403500,100,100
403600,96.85990338,100
403702,86.05769231,73.4375
403703,100,100
403721,100,100
403722,97.09944751,92.00542005
403801,98.3277592,96.63608563
403802,93.71633752,100
403901,96.2962963,96.15384615
403902,100,97.26962457
404000,90.42553191,94.21157685
404100,79.92202729,98.68035191
404201,98.05825243,91.30434783
404202,90.27355623,96.55172414
404301,90.6581741,83.66013072
404302,100,100
404401,89.03508772,94.81132075
404402,86.68639053,94.80519481
404501,84.11552347,95.84775087
404503,83.09859155,74.74747475
404504,91.79810726,91.16022099
404600,95.72649573,97.93103448
404701,95.12711864,92.52336449
404702,100,100
404703,95.09803922,100
404801,97.01646091,92.44791667
404802,90.55793991,98.26254826
404803,100,100
404901,96.21928166,95.46539379
404902,88.71681416,96.28571429
404903,90.90909091,95.19230769
405001,93.88714734,100
405002,97.8125,89.16967509
405101,100,96.34464752
405102,90.83969466,91.24668435
405201,91.44736842,88.06451613
405202,92.5170068,100
405203,93.91025641,94.29530201
405301,100,100
405302,100,86.47450111
405400,100,97.90575916
405500,94.40242057,92.46676514
405600,95.19038076,100
405701,97.61904762,100
405702,98.2,100
405800,100,100
405900,86.12440191,97.23076923
406000,100,100
406101,96.98795181,99.34640523
406102,97.6,100
406200,97,100
406300,100,100
406402,100,100
406411,75.83892617,78.46889952
406412,100,100
406500,98.22485207,100
406601,97.55011136,94.23558897
406602,96.96969697,90.1459854
406701,98.10126582,96.59090909
406702,90.03984064,96.81742044
406800,94.75890985,90
406901,97.68421053,100
406902,91.4893617,86.50519031
407001,95.61586639,96.74556213
407002,94.46153846,84.32835821
407101,100,100
407102,93.89473684,93.76558603
407200,75.73656846,92.08472687
407301,89.45454545,87.26937269
407302,87.5862069,95.93220339
407400,93.63057325,84.70588235
407501,98.7745098,92.52077562
407502,88.31908832,85.05747126
407601,97.84172662,100
407602,95.46539379,91.39072848
407701,100,100
407702,90.63097514,100
407801,92.18241042,97.7412731
407802,87.63636364,94.8630137
407900,100,95.25267994
408003,100,87.79069767
408004,97.36842105,97.64705882
408005,96.60441426,96.2962963
408006,97.50566893,100
408133,86.76789588,84.61538462
408134,88.57142857,94.93670886
408135,92.0754717,100
408136,95.94095941,98.94459103
408137,100,97.20670391
408138,96.62921348,93.00567108
408139,99.13419913,98.30866808
408140,79.88394584,94.32624113
408141,93.36188437,94.33497537
408202,96.83257919,91.84782609
408211,78.90909091,75.39432177
408212,95.8041958,100
408301,95.54565702,95.23809524
408302,100,96.19047619
408303,100,100
408401,100,97.09302326
408402,98.0952381,98.06763285
408501,94.04761905,98.62068966
408503,100,100
408504,97.29206963,93.73219373
408505,100,100
408623,76.26459144,97.34513274
408624,100,89.68253968
408625,95.53349876,90.47619048
408626,100,92.76595745
408627,100,90.51094891
408628,100,96.07843137
408629,90.12345679,90.18404908
408630,93.58974359,100
408631,85.97785978,80.39215686
408703,96.85534591,100
408704,90.625,94.08602151
408705,100,89.77900552
408706,82.30769231,86.66666667
408722,100,100
408723,95.47738693,100
408724,96.75925926,88.77118644
408800,81.70731707,88.78205128
430002,78.4,100
430003,96.50793651,97.41935484
430101,93.60465116,88.80407125
430102,95.47413793,85.81687612
430200,100,93.5483871
430301,100,100
430302,100,100
430400,95.24793388,88.70588235
430501,100,100
430502,100,100
430600,95.78313253,96.22222222
430701,96.52777778,97.80564263
430721,100,96.97885196
430723,100,100
430724,92.80898876,96
430801,97.28096677,94.87951807
430802,90.78590786,100
430803,100,100
430901,100,92.64214047
430902,100,96.65551839
431001,94.86447932,100
431002,96.53846154,100
431100,100,100
431200,90.92920354,98.03536346
431300,94.80519481,100
431400,100,100
431501,83.86167147,100
431502,98.01136364,97.89473684
431600,88.88888889,92.85714286
431700,91.17117117,100
431800,100,94.11764706
431900,100,95.90443686
432000,89.86928105,100
432101,92.12121212,69.23076923
432102,98.09322034,93.59223301
432201,100,100
432202,100,100
432300,100,100
432401,74.71698113,91.55844156
432402,100,96.06440072
432500,100,96.36835279
432601,95.35283993,97.37762238
432602,97.65625,100
432700,100,87.25761773
432801,100,100
432802,89.35837246,86.19246862
432901,91.91616766,89.78723404
432902,100,97.97101449
433101,96.98795181,97.2027972
433102,100,95.46925566
433200,98.25581395,98.14471243
433302,95.0310559,100
433304,88.83248731,98.0349345
433305,100,89.0052356
433306,95.97156398,92.61744966
433307,98.03149606,98.00796813
433401,87.34793187,84.59016393
433402,95.60669456,100
433403,91.51291513,100
433501,100,100
433503,92.63803681,83.17307692
433504,90.82568807,100
433601,89.04899135,100
433602,100,98.31223629
433700,94.34447301,88.50574713
433801,97.38903394,97.17114569
433802,88.7283237,60.60606061
433901,80.22875817,95.25368249
433902,92,90.625
434001,88.66213152,87.06896552
434003,94.14893617,94.56790123
434004,87.64940239,93.47826087
460000,97.93814433,100
460100,98.73217116,100
460200,92.69662921,92.59259259
460301,100,100
460302,91.37931034,100
460401,92.75362319,100
460501,100,87.3015873
460502,87.08333333,93.19727891
460600,97.30290456,100
460700,94.40677966,96.51416122
460800,100,100
460900,93.18600368,91.15044248
461000,98.44054581,100
461100,93.85826772,100
461200,100,100
461300,99.52494062,99.3736952
461400,88.33333333,100
461501,100,100
461502,94.69026549,96.96969697
461600,100,96.93721286
461700,91.17647059,93.18181818
461901,91.91919192,76.70588235
461902,100,100
462001,73.52024922,91.32420091
462002,93.29004329,74.02597403
462100,96.42105263,99.09297052
462201,79.62962963,97.34848485
462202,100,83.47826087
462301,96.85230024,88.57142857
462302,100,100
462400,100,97.92746114
462500,100,100
462600,86.80555556,86.85446009
462700,100,100
462800,91,100
462900,100,100
463000,100,100
463101,100,100
463102,93.2853717,97.36842105
463200,95.50561798,88.10408922
463300,100,100
463400,100,100
463500,100,100
463601,95.30685921,82.19178082
463602,100,100
463700,100,100
463800,100,100
463900,97.81659389,88.81578947
464000,100,100
464100,98.38129496,96.53259362
464200,90.73482428,98.51024209
480002,100,94.95798319
480011,98.10810811,100
480012,100,97.26027397
480101,95.60117302,88.59060403
480102,93.05019305,97.9020979
480201,92.59259259,100
480202,98.24561404,100
480302,96.5625,100
480303,86.5497076,100
480304,79.16666667,86.5
480400,99.51219512,91.40625
480500,98.43527738,100
480600,100,100
480702,100,100
480703,100,98.16753927
480704,92.81437126,95.80052493
480802,93.07359307,100
480803,94.73684211,93.44262295
480804,97.70114943,97.34513274
480901,100,100
480902,93.07479224,83.46456693
480903,84.87394958,100
481001,96.1722488,92.85714286
481002,100,100
481101,97.05882353,92.98780488
481102,64.51612903,97.35973597
481103,90.28571429,73.07692308
481201,73.51190476,86.89655172
481202,100,98.10725552
481300,98.0952381,100
481401,79.16666667,96.44549763
481402,96.05809129,95.90643275
481500,100,100
481603,100,96.65271967
481604,89.31034483,91.07142857
481605,89.65517241,93.44978166
481606,100,92.68292683
481711,92.49011858,96
481712,100,100
481713,89.65517241,100
481714,80.31496063,79.24528302
481800,91.58415842,90.38461538
481901,90.9287257,94.28571429
481902,100,100
482001,100,100
482002,100,100
482101,93.53741497,95.45454545
482102,94.25287356,77.4566474
482201,84.79262673,95.215311
482202,97.15302491,99.69879518
482301,84.5626072,95.91836735
482303,100,97.86223278
482304,100,100
482401,91.66666667,100
482402,95.35603715,93.61702128
482502,74.20289855,81.81818182
482503,100,96.66666667
482521,96.88581315,97.11538462
482522,97.21577726,93.8547486
482600,100,100
482701,67.77251185,84.50184502
482702,92.85714286,100
482800,88.19444444,89.64497041
500100,93.1147541,92.34042553
500201,94.12780656,100
500202,94.22110553,97.04918033
500300,100,100
500402,100,97.82608696
500403,72.19101124,83.33333333
500404,96.96048632,89.6073903
500500,92.78996865,94.81132075
500600,92.05020921,95.92430859
500700,95.05300353,100
500800,94.37984496,95.01312336
500900,80.39927405,90.83191851
501001,93.05210918,100
501002,90.87048832,95.38106236
501200,91.0543131,100
501300,100,91.62112933
501400,84.98168498,89.5184136
501501,96.49122807,100
501503,89.27835052,83.78995434
501504,87.5,86.40552995
501600,100,100
501700,100,95.70552147
501802,100,100
501803,96.26749611,96.27906977
501804,100,95.47038328
501900,100,97.81818182
502003,91.07142857,85.95041322
502004,87.31501057,84.80725624
502005,100,99.78768577
502100,91.39534884,100
502200,93.66852886,90.78947368
502301,90,96.64804469
502302,87.61904762,88.18897638
502401,100,91.89189189
502402,95.57823129,97.46376812
502500,91.58163265,87.81163435
502601,95.21674141,100
502602,82.85714286,100
502700,97.01863354,94.03254973
502801,98.48484848,85.00914077
502802,100,100
502901,94.55958549,93.36823735
502902,92.48434238,90.79422383
503000,95.40889527,74.4648318
503103,96.59685864,100
503104,89.58333333,100
503105,84.68677494,89.66480447
503106,97.14285714,84.30493274
503201,100,100
503202,100,100
503301,98.92473118,100
503302,100,95.12578616
503401,96.7413442,92.80442804
503402,100,99.15433404
503501,94.08945687,90.66666667
503502,89.97361478,94.25837321
503601,100,100
503602,89.03225806,94.16058394
503701,94.38202247,90.08438819
503702,100,99.13793103
503703,93.81818182,95.73459716
503801,89.82630273,100
503802,100,100
503901,89.26553672,100
503902,89.52095808,80.52208835
504001,100,97.37335835
504002,96.97508897,100
504101,91.45907473,73.65591398
504102,100,100
530003,100,88
530004,76.47058824,84.91620112
530005,100,100
530006,93.19899244,100
530101,87.63557484,98
530102,100,94.34447301
530202,97.32441472,89.22651934
530203,93.43065693,90.15151515
530204,100,98.20971867
530301,83.66336634,85.26315789
530302,100,94.83568075
530400,100,100
530500,100,100
530601,97.74193548,93.31476323
530602,90.4,81.875
530700,90.25641026,91.90751445
530801,96.08247423,98.05013928
530802,67.90123457,80.39772727
530901,91.25,91.25
530902,91.02244389,83.77723971
531000,93.62934363,91.98396794
531101,93.80530973,91.42857143
531102,95.89041096,100
531201,72.68518519,78.69822485
531202,93.65482234,90.44585987
531301,86.74698795,82.39095315
531302,95.44658494,95.81081081
531502,91.55672823,89.9408284
531503,81.66666667,94.27609428
531504,96.34831461,93.44569288
531602,77.45762712,95.23809524
531603,94.69879518,96.93877551
531604,95.99056604,77.14987715
531701,93.36823735,98.96296296
531702,100,85.04901961
531800,89.93963783,89.943074
531901,83.47245409,93.38028169
531902,97.85867238,89.69359331
532001,100,100
532002,90.51987768,85.12396694
532101,95.38043478,86.54434251
532102,100,100
532200,97.76315789,84.77564103
532302,94.11764706,91.75257732
532303,82.99776286,92.01680672
532304,100,88.00773694
532400,100,100
532500,84.85804416,94.73684211
532603,86.03174603,94.35483871
532604,92.77978339,97.03504043
532605,73.56321839,88.7755102
532606,100,82.32044199
532700,85.22427441,81.67701863
532800,98.13278008,93.12267658
532900,96.09704641,94.48275862
533001,81.70347003,92.13836478
533002,93.38521401,89.03508772
533103,100,97.35576923
533104,96.89265537,97.59862779
533105,77.17717718,70
533106,96.77419355,93.51351351
533107,95.94594595,96.3190184
533201,93.37016575,95.12195122
533202,94.65648855,93.39622642
533203,86.70886076,86.89138577
533300,100,96.12590799
533401,93.40425532,100
533402,100,100
533403,89.18918919,86.80555556
533501,97.70114943,97.08994709
533502,84.21052632,90.28340081
533503,95.58823529,96.04316547
533601,98.5645933,97.0890411
533602,87.82722513,94.24460432
533603,88.32417582,91.79856115
533701,92.60273973,93.93139842
533702,85.16853933,90.34090909
533703,100,96.79054054
533803,96,95.62624254
533804,98.23874755,96.55172414
533805,84.85714286,98.27089337
533806,96.5095986,100
533901,93.84236453,94.70404984
533902,91.55251142,89.05380334
534001,82.26086957,89.68609865
534002,89.15401302,87.79840849
534101,79.04761905,77.41935484
534102,97.75910364,89.92443325
534201,95.88815789,94.93006993
534202,81.46487294,85.65340909
534203,80.29411765,94.2408377
534301,86.85446009,92.5
534302,89.30131004,93.77593361
534403,84.40366972,86.48648649
534404,85.86065574,90.54621849
534405,95.88688946,93.57945425
534406,92.85714286,100
534501,94.07407407,100
534502,100,88.97196262
534700,92.06349206,88.43930636
534802,95.78947368,84.15300546
534803,96.44670051,100
534804,93.13186813,94.2791762
534900,95.17241379,95
535001,94.85049834,98.11320755
535002,91.70124481,97.22863741
535101,91.84079602,94.86631016
535102,96.15384615,96.70658683
535200,85.29886914,87.20238095
535300,91.13300493,97.57281553
535400,86.92810458,93.10344828
535501,89.15929204,81.99566161
535502,91.58653846,70.43363995
535503,100,100
535603,83.75634518,85.75268817
535604,87.19646799,83.44519016
535605,93.44262295,97.66949153
535606,82.74509804,84.49848024
535607,90.05763689,96.04810997
535701,94.55252918,84.66135458
535702,100,95.31615925
535802,91.75977654,90.07936508
535803,96.88581315,94.51219512
535804,100,93.78306878
535901,83.28690808,90
535902,92.30769231,89.22686946
536000,88.98071625,92.95154185
536102,74.33414044,100
536103,87.3294347,86.96428571
536104,87.19346049,90.48780488
536200,89.28987194,76.43979058
540000,95.45454545,91.88361409
540101,97.4702381,100
540102,90.58487874,86.44628099
540201,76.92307692,96.99570815
540202,89.8089172,80.80357143
540203,88.62928349,76.46129542
540300,100,97.8021978
540400,92.83746556,100
540501,100,94.00749064
540502,88.56132075,93.04068522
540600,78.0104712,93.57601713
540700,93.25301205,68.26923077
540800,91.66666667,100
540901,100,94.85458613
540902,90.04739336,100
541001,95.34883721,100
541002,95.28795812,100
541100,92.78996865,100
541200,96.51307597,89.16408669
541300,98.84836852,94.49101796
541400,89.4129979,90.54726368
541500,93.92971246,95.21218716
541603,94.87179487,93.5828877
541604,88.52739726,95.82043344
541605,95.67164179,82.96703297
541606,87.38738739,89.94708995
541700,85.21031208,77.38095238
541801,83.57235984,91.88876014
541802,98.16849817,66.43109541
542000,97.13930348,88.05620609
542103,87.72635815,80.40540541
542104,87.83382789,82.91316527
542105,90.15151515,94.14634146
542106,100,93.03370787
542200,91.52086137,93.60544218
542401,96.1038961,96.69749009
542402,95.74468085,96.85714286
542501,94.21487603,94.59798995
542502,97.8021978,88.56447689
542601,82.43626062,95.44159544
542602,83.23917137,76.48026316
542700,90.08264463,86.30136986
542800,100,97.04918033
542900,91.03139013,91.27516779
543000,100,89.0438247
543100,86.70284939,98.68995633
543201,90.8045977,89.01345291
543202,96.88041594,93.47471452
543304,100,96.15384615
543305,80.23255814,100
543306,83.42059337,71.31147541
543321,94.20289855,100
543322,100,100
543400,88.17891374,87.64044944
543501,100,91.37529138
543502,93.5483871,100
543503,100,100
543601,87.03703704,100
543602,100,91.98813056
543603,100,97.14285714
543604,97.4025974,91.1227154
543701,97.37704918,91.19496855
543702,98.37925446,96.84210526
543703,95.79831933,86.71875
543801,87.23404255,96.96048632
543802,100,100
543903,96.83794466,92.6199262
543905,85.90604027,91.67974882
544001,100,85.45034642
544002,94.22572178,87.5
550000,100,100
550100,97.70992366,95.61952441
550201,83.87096774,91.41791045
550202,97.16535433,93.02721088
550300,88.18181818,93.39513326
550400,93.91891892,90.10989011
550500,91.40401146,87.48419722
550601,98.24561404,93.05555556
550602,91.05882353,93.24675325
550700,78.00289436,90.66305819
550800,96.47266314,100
550901,100,97.78481013
550902,76.56826568,89.1588785
551000,54.52930728,43.40222576
551101,100,89.95215311
551102,92.40986717,95.63106796
551201,100,92.20779221
551202,90.23136247,94.84066768
551300,98.81188119,97.16713881
551401,94.51476793,89.55512573
551402,77.24550898,81.69014085
551501,81.90045249,93.15960912
551502,89.75206612,97.56097561
551600,100,100
551700,84.1160221,98.69565217
551800,83.56545961,91.63265306
551900,86.66666667,71.15009747
552001,95.83333333,89.8340249
552002,93.63957597,92.24489796
552100,93.84816754,93.33333333
552200,86.23481781,92.93193717
552301,70.21276596,80.83989501
552302,91.57303371,97.17741935
552400,89.25925926,66.66666667
552601,82.07236842,98.60788863
552602,89.03107861,90.48843188
552700,89.80322004,94.96688742
552800,97.35973597,100
552900,98.25949367,91.42335766
553000,98.31081081,98.75
553100,97.48743719,98.43505477
553200,92.57425743,97.00854701
553300,76.43097643,100
553400,80.41237113,80.37825059
553502,92.3553719,100
553503,100,97.86096257
553504,84.72468917,95.04132231
553601,100,92.1875
553602,93.99350649,93.48198971
553701,96.7413442,95.83333333
553702,86.63366337,95.29411765
