Tract,Pct_Male_Ins,Pct_Female_Ins
378000,100,100
379000,98.68613139,90.79497908
380000,100,96.5408805
381000,91.35446686,86.80124224
382000,100,100
383000,95.4887218,90.22556391
384000,100,100
385100,96.02649007,100
385200,100,100
386000,42.69662921,81.43322476
387000,100,94.50171821
388000,90.90909091,95.15151515
389100,100,100
389200,95,100
390100,95.12195122,100
390200,100,100
391000,100,100
392000,100,100
392200,100,89.50276243
392300,96.34551495,95.72953737
990000,100,100
000101,100,100
000102,99.43820225,98.7804878
000104,100,97.89029536
000105,93.8538206,96.15384615
000201,100,100
000202,100,96.62162162
000203,82.85714286,75.6097561
990000,100,100
030200,100,91.54228856
030301,100,100
030302,100,90.65934066
030401,91.73553719,100
030402,96.36363636,93.25
030502,100,91.78082192
030504,100,100
030505,100,95.43568465
030601,96.75675676,96.08355091
030602,95.63106796,92.4959217
030603,82.84518828,100
030701,100,100
030704,100,100
030706,100,100
030709,100,98.66412214
030710,98.25174825,100
030801,100,97.02233251
030803,100,100
030804,89.07407407,100
030807,100,99.47089947
030808,100,100
030809,97.89915966,96.8
030810,100,82.78867102
030901,100,100
030902,98.55907781,100
031000,92.96028881,84.80565371
031100,100,100
031200,100,100
031301,100,100
031302,100,100
031402,100,100
031404,81.89655172,88.7755102
031405,100,86.61417323
031406,100,100
031502,88.26666667,76.48261759
031503,100,92.35294118
031504,96.8503937,96.875
031600,100,100
031700,100,100
031800,100,97.60956175
031900,100,100
032000,100,100
990000,100,100
000100,100,100
000200,87,93.00518135
000300,100,100
000400,98.6636971,97.16874292
000501,85.60606061,88.46153846
000502,97.45454545,96.90265487
000600,90.41666667,100
000700,90.90909091,89.02439024
000800,88.23529412,98.70967742
000901,93.82716049,95.44364508
000902,100,100
001000,96.46569647,92.59259259
001100,100,91.91176471
001201,100,99.28977273
001202,87.79264214,100
001301,100,93.26287979
001303,95.68345324,90.234375
001304,95.83975347,95.34883721
001407,98.78296146,95.9223301
001408,100,97.33333333
001409,90.4109589,100
001410,82.31132075,95.21857923
001411,97.42268041,96.69421488
001412,100,100
001413,94.31372549,100
001414,100,93.34975369
001500,100,100
001600,98.24561404,97.89029536
001700,97.39243807,94.35028249
001800,98.32285115,97.16157205
001900,96.04316547,99.25093633
002000,81.5468114,92.18106996
002100,89.3442623,100
002200,88.49840256,94.15384615
002300,95.24838013,92.89340102
002400,100,92.29166667
002501,98.28431373,95.82089552
002502,94.50222883,100
002601,71.81467181,88.87515451
002602,93.57541899,91.6967509
002701,100,100
002702,98.89502762,96.30350195
002800,98.61495845,96.34369287
002903,100,97.11111111
002904,88.71473354,87.86982249
002905,100,100
002906,98.95424837,100
003001,87.77777778,94.13407821
003003,100,94.42815249
003004,94.53125,94.6875
003102,92.19687875,97.32441472
003103,100,100
003104,94.90740741,90.57591623
003201,100,96.62027833
003202,93.01260023,96.57794677
003301,100,93
003302,91.24087591,92.78606965
003400,96.53767821,100
003500,98.78345499,98.75776398
003600,100,84.14634146
003701,93.39622642,98.36956522
003702,83.61445783,97.98165138
003803,92.67015707,93.64016736
003804,97.46192893,93.49593496
003805,97.65066394,100
003807,100,98.49137931
003808,98.05068226,100
003809,93.8704028,92.97052154
003810,96.26865672,92.92307692
003900,97.80701754,86.95014663
004001,97.73798303,97.66260163
004002,86.82983683,90.55837563
004100,93.83753501,95.01246883
004205,92.16216216,100
004207,100,98.35748792
004208,100,84.87394958
004210,100,97.64453961
004211,88.14627995,100
004212,98.3924612,95.68138196
004213,93.18181818,100
004214,100,100
004215,96.96,94.24460432
004216,97.76536313,94.04255319
004301,100,100
004302,90.06024096,100
004303,100,100
004404,86.07142857,100
004405,92.32876712,92.75
004406,100,100
004408,95.80838323,100
004409,100,100
004503,96.34831461,100
004504,100,81.31147541
004505,100,100
004506,100,100
004601,100,97.10144928
004602,100,100
004701,91.82389937,97.04510109
004703,100,100
004704,95.44513458,96.53916211
004801,94.53551913,87.07753479
004802,96.51941098,94.61077844
004901,96.25668449,100
004902,92.17877095,100
005000,88.47826087,92.82296651
005100,98.74572406,100
005202,95.02262443,100
005203,85.99033816,89.16967509
005204,92.93139293,93.35106383
005301,95.31531532,94.16058394
005302,91.4507772,93.7751004
005304,100,90.44289044
005305,91.33858268,97.26443769
005403,92.28971963,95.44468547
005405,93.42105263,100
005406,100,100
005407,100,100
005408,100,98.66666667
005409,100,96.96969697
005410,100,100
005503,100,100
005504,100,100
005505,96.77419355,91.04046243
005507,100,100
005508,97.42173112,98.56321839
005509,95.71984436,100
005510,100,100
005512,98.08362369,94.45727483
005513,100,100
005514,94.67849224,93.55742297
005515,100,98.7654321
005516,74.47216891,95.81993569
005517,100,100
005518,94.68690702,100
005520,97.34042553,98.18181818
005522,96.485623,98.04305284
005524,88.6,100
005525,100,93.10344828
005602,100,100
005605,100,100
005606,100,92.83667622
005607,88.21656051,100
005608,92.80397022,100
005701,99.33920705,100
005702,100,100
005703,100,98.02513465
005704,96.89922481,98.47457627
005801,92.11136891,90.60052219
005802,100,93.50393701
005804,91.35220126,95.78454333
005805,94.31818182,98.65642994
005904,82.77439024,100
005905,100,100
005906,100,100
005907,94.48441247,93.60730594
005909,97.58308157,100
005911,95.40034072,96.96969697
005912,100,93.03370787
006000,95.11111111,95.86538462
006100,92.94566254,96.27791563
006201,87.5,95.46666667
006202,92.92389853,100
006300,100,96.87034277
006402,97.05882353,97.22222222
006403,96.96569921,100
006404,78.86497065,91.95876289
006405,91.99029126,90.36144578
006501,94.02597403,90.99876695
006502,98.18594104,100
006602,94.99241275,98.73617694
006603,94.51612903,90.90909091
006604,97.8636826,91.32231405
006700,88.82602546,95.23141655
006802,100,97.47368421
006900,94.63955638,90.18404908
007002,98.14471243,98.04878049
007003,82.74509804,79.15831663
007004,98.01980198,100
007100,86.4698647,96.41203704
007201,88.87122417,79.21928817
007202,97.77777778,97.94238683
007300,85.15981735,95.75471698
007400,89.18918919,100
007500,92.94320138,82.35294118
007600,96.40718563,96.70138889
007700,98.06060606,93.125
007801,87.27272727,93.75
007802,94.42675159,97.46328438
007901,100,100
007902,81.43712575,84.78964401
008000,97.65765766,100
008100,94.36416185,100
008200,98.29424307,94.46902655
008301,97.64868603,100
008302,90.88507266,95.11278195
008401,88.02710843,89.9132321
008402,96.91358025,100
008501,91.49377593,87.60869565
008502,95.89041096,92.11576846
010100,100,100
010200,95.599022,91.79104478
010300,96.71361502,93.8547486
010400,100,95.73732719
010501,94.05405405,98.75311721
010502,56.49350649,74.7826087
000100,100,92.63157895
000200,84.75783476,65.36697248
000300,100,95.71150097
000400,83.38028169,93.47079038
000500,97.05882353,74.73309609
000600,92.14876033,82.16783217
000700,93.17073171,100
000800,92.89719626,91.82692308
000900,86.2745098,98.32869081
001000,85.3515625,95.53752535
001101,80.08849558,100
001200,98.75389408,92.85714286
001300,100,100
010102,75.19379845,83.15217391
010200,85.71428571,89.86486486
010300,82.87292818,87.19723183
010400,86.5942029,95.37037037
010501,97.45308311,96.27071823
010502,100,100
010600,95.45454545,100
010700,89.7260274,96.19181946
010800,100,97.74193548
010901,100,91.71597633
010902,95.1048951,80.73394495
011000,83.5694051,71.17750439
011100,82.05128205,93.05856833
011200,99.29078014,93.43629344
011500,71.42857143,95.41984733
011600,81.34715026,88.34951456
940000,89.17197452,98.24561404
990100,100,100
010101,100,100
010102,97.68115942,97.59036145
010200,95.65217391,84.84848485
010300,96.83544304,71.25
010400,95.4379562,100
010500,95.16129032,98.34710744
010600,100,93.08093995
010700,95.15418502,91.07142857
010800,100,91.66666667
010900,100,94.17721519
011000,92.72997033,100
011100,100,91.66666667
011201,90.39881832,83.83733055
011202,100,95.76988156
011300,85.75803982,89.06386702
011400,99.60474308,94.106814
011500,97.08171206,95.8271237
011600,77.25806452,75.46174142
011700,92.68600252,91.30434783
011801,95.56313993,100
011802,91.88311688,82.27272727
011803,86.68146504,93.97260274
011900,97.7827051,94.57167091
012001,72.88135593,85.27472527
012002,87.65432099,90.0078064
012100,89.39873418,72.67326733
012200,88.16326531,90.72289157
012301,81.52173913,100
012302,88.41269841,78.29341317
012400,100,100
940000,78.67647059,79.16666667
000100,93.30357143,84.51882845
000200,90.17857143,100
000300,95.76271186,100
000400,98.88143177,94.07744875
000500,98.55072464,96.58119658
000800,95.14563107,86.74698795
000101,96.13778706,97.09543568
000102,91.4893617,93.98148148
000200,100,94.38377535
000300,98.56801909,98.06949807
000400,97.35849057,94.46808511
000503,100,95.05208333
000504,100,100
000505,100,97.96610169
000506,100,91.95979899
000507,97.06601467,97.73584906
000600,100,66.27358491
000700,100,100
000800,95.6097561,96.44549763
000902,69.28838951,80.15267176
000903,93.96135266,100
000904,100,98.03921569
000905,75.30120482,72.89473684
000906,91.93825043,90.03496503
000907,97.7124183,86.70076726
000908,98.20689655,93.60795455
000909,100,100
000910,95.03546099,91.93706981
001000,97.02970297,97.53173484
001101,83.24786325,97.47520289
001102,96.70442842,84.3953186
001103,88.2418813,85.66392479
001201,70.28571429,83.19559229
001202,98.03921569,97.42268041
001300,97.73844641,100
001400,94.08795963,99.13793103
001500,90.34090909,97.89915966
001600,92.85714286,88.76404494
001700,100,87.98586572
001801,93.21533923,100
001802,100,100
001901,94.02061856,96.60377358
001902,96.78800857,100
002000,100,93.56872636
002100,87.8238342,88.99521531
002200,95.60723514,97.61306533
002301,98.52941176,91.44237405
002302,88.29516539,95.44303797
002400,88.6569873,94.06015038
002500,87.41905643,87.27422003
002600,95.46539379,98.07692308
002700,94.4931164,98.98089172
002804,91.76470588,100
002806,80.14184397,94.54545455
002807,100,100
002808,100,100
002811,100,100
002812,91.50197628,95.43446244
002813,94.52554745,100
002814,100,92.42424242
002815,98.21826281,100
002816,98.46678024,85.95943838
002817,98.56230032,97.65494137
002818,89.21933086,83.69565217
002819,79.4,94.97487437
002820,94.44444444,87.51515152
002821,94.34276206,94.05684755
002900,100,97.02457956
003000,98.23943662,91.18881119
003103,98.38187702,100
003112,87.41496599,93.85749386
003113,97.33777038,94.21641791
003114,94.26086957,89.57286432
003115,96.91738594,88.15789474
003121,87.47252747,93.51503759
003122,84.21717172,78.69700103
003123,100,97.66970618
003124,92.27848101,91.522158
003202,95.10939511,90.43643264
003203,100,100
003204,96.16648412,98.38983051
003205,96.2346126,100
003206,95.1946976,97.73480663
003303,100,100
003304,93.26923077,90.0990099
003305,100,100
003306,87.12871287,97.55301794
003400,76.99386503,79.11111111
003500,98.3353151,96.69312169
003600,100,96.55797101
003700,96.96969697,97.52066116
003803,95.57195572,100
003804,100,96.87184662
003805,100,100
003806,97.47706422,92.7592955
003807,95.31680441,93.05019305
003808,100,100
003809,100,96.07142857
003810,100,100
003811,95.5,100
003812,97.29206963,98.47328244
003813,89.35611038,84.52950558
003900,100,100
004000,95.07609669,96.43888354
004101,95.28619529,94.97716895
004102,97.48953975,93.09462916
004200,97.4789916,90.29126214
004301,88.12561335,92.97094658
004302,100,100
004401,93.7007874,94.69598965
004402,90.68541301,90.20310633
004500,89.81233244,93.78881988
004601,100,100
004603,100,100
004604,97.13506139,89.59752322
004701,92.93059126,88.05970149
004702,93.4939759,94.88636364
004800,97.06457926,99.20692141
004901,97.54433834,98.28244275
004902,94.02985075,93.15738025
005003,91.09131403,86.76789588
005004,95.74742268,100
005103,98.65470852,100
005104,96.45669291,100
005201,100,75.49019608
005203,100,94.46640316
005204,100,100
005300,100,92.30769231
005401,100,100
005402,89.34911243,100
005403,94.22835634,84.40860215
005404,94.01913876,95.40709812
005501,100,100
005506,100,100
005507,91.89189189,94.24603175
005508,96.39175258,100
005600,100,97.90940767
005700,100,100
005801,98.83138564,94.18837675
005802,98.26175869,92.92543021
005900,78.55361596,94.94382022
006002,100,100
006003,100,100
006004,100,76.37795276
006006,96.65653495,100
006007,88.76811594,100
006008,100,100
006100,98.57022708,100
006201,97.96437659,98.94736842
006202,96.71694765,95.51227773
006301,91.27725857,98.83449883
006303,93.90243902,93.454039
006304,91.91919192,91.62561576
006401,94.22018349,94.66950959
006403,99.14841849,100
006404,83.02752294,89.02147971
006500,93.7007874,100
000100,96.38157895,100
000200,99.02912621,85.62091503
000300,95.94095941,100
000402,95.31502423,92.78169014
000403,100,100
000404,91.40969163,92.39302694
000405,94.57286432,96.25
000500,100,91.76646707
000601,97.76978417,88.5617214
000602,98.34710744,100
000701,91.5407855,89.4026975
000702,80.98159509,96.91358025
000800,96.41025641,93.70860927
000900,100,100
001001,98.16176471,82.17391304
001002,97.25085911,97.4789916
001003,100,97.39413681
001100,91.85628743,99.66254218
001200,100,97.10144928
001300,92.35772358,100
001401,76.05633803,91.4893617
001402,85.83106267,100
001500,96.76375405,95.74780059
001601,79.39698492,78.8034188
001602,100,100
001701,94.18886199,96.09053498
981800,100,100
000100,83.88888889,82.11382114
000300,96.64179104,100
000400,100,93.11294766
000501,91.42857143,74.5
000502,100,100
000600,86.66666667,100
000701,90.79497908,91.93083573
000702,98.31730769,100
000801,92.46031746,89.28571429
000802,100,93.00911854
000900,100,93.38422392
001000,99.16897507,100
001100,76.53846154,73.68421053
001200,84.765625,100
001300,86.79245283,94.70108696
040100,84.72222222,100
040200,100,100
040302,100,98.83381924
040303,99,94.28571429
040304,100,88.96551724
040305,97.91122715,94.47852761
040400,58.16326531,76.38888889
040500,100,97.72079772
040600,100,100
101110,94.37652812,87.23404255
101122,100,84.51327434
101210,100,96.62447257
101220,89.43089431,100
101300,100,100
101400,100,93.08357349
102103,97.36842105,100
102104,100,88.75
102105,86.76470588,100
102107,100,100
103101,91.79104478,90.47619048
103102,100,87.80487805
103200,100,80.86253369
103300,100,100
103400,89.81818182,100
104103,100,92.24376731
104105,96.42857143,92.5
104108,100,95.70661896
104124,97.21448468,91.17647059
104201,96.52928416,92.19653179
104203,95.35283993,96.89440994
104204,83.45070423,91.74311927
104310,90.32921811,93.7806874
104320,94.02460457,90.8847185
104401,97.27520436,88.53932584
104403,93.47826087,98.1865285
104404,92.85714286,91.28440367
104500,100,88.3248731
104610,96.38554217,94.84536082
104620,91.47286822,88.4180791
104701,97.37827715,100
104703,100,100
104704,93.46938776,90.90909091
104810,98.30508475,100
104821,89.15343915,95.65217391
104822,87.40458015,92.55319149
106010,72.49070632,69.52908587
106020,94.19354839,94.32624113
106111,97.58064516,86.33333333
